taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
هو كان الطالب الذكي بيحل الواجب؟,7,1,yn.60,هو كان الطالب الذكي بيحل الامتحان في قاعة الامتحان؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.45,لما هو كان في القسم الضابط حيا النقيب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,cleft.90,مين الي كان المراهق الشيطان بيضربه في شارع الحي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.15,كل ممثلة صوتية بتسمع نفسها في الافلام.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,BA.15,لما هي كانت في الكنيسة الراهبة كلمت البابا.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,congruent.30,امبارح هما جديفو المركب في النهر.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
هو الممثلة كانت بتغير من نفسها للدور؟,9,1,RA.44,الممثلة المخلصة بتغير نفسها عشان الدور.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.60,بيسخنو البسين بالطاقة الفلفلية.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.90,كل مدمن متعالج بيعاقب نفسه عشان الغلط.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,cleft.82,ايه الي كانت الست الرغايه بتقوله في عزومة العيلة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو الخياطة قطعت الفستان؟,7,1,Control.30,لما أنا كنت في المشغل الخياطة جهزت الفستان.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,NP.29,كل رسامة مبهرة بتنظف الولاد بعد الرسم.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,yn.57,هو كان الراجل الشبعان مستني السواق عند كاشير المطعم؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,cleft.62,مين الي كانت البنت النشيطة بطارضه في جنينة الحي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.76,كل رياضي مهتم بيحسن نفسه قبل المسابقة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هي الدكتورة بتشتغل في المستشفى؟,9,1,NP.17,كل دكتورة كبيرة بتعالج المرضى في المستشفى.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,in-situ.03,هو كان المذيع السياسي بينتقد مين في المقابلة الأخيرة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.17,نيويورك مدينة مزعجة و زحمة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,yn.39,هو كانت الملكة العادله بتفضل الاقدم من الوزرة الملكيين؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.62,الموسيقار الحساس بيسمع نفسه في التسجيلات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو المريضة كانت جعانة؟,7,1,cleft.65,ايه الي كان الولد الشقي بيكسره في أوضة اللعب؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,BA.2,لما هي كانت في الحضانة المدرسة علمت الاطفال.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.06,هو كانت االطالبة المجتهدة بتذاكر ايه من المواد الصعبة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.47,لما أنا كنت في المكتب المحاسب راجع الحسابات.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.31,المحاسبة الجديدة بتعلم نفسها عشان التفوق.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو الطباخة علمت المحترفين؟,7,1,Control.17,لما أنا كنت في المطبخ الطباخة علمت المبتدئين.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,yn.27,هو كانت المدرسة البشوشه بتغني النشيد في الطابور الصبح؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,incongruent.47,سيف ملى القلم باللبن.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.02,كل رياضية أولمبية بتشوف نفسها في الجرنان.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,NP.46,كل موظف شقيان بيكافئ المساعدين بعد المشروع.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,incongruent.32,بعد العشا هما غسلوا الجنينة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.32,لما هو كان في الموقع المهندس لاحظ الفورمن.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو مريم غسلت سنانها؟,9,1,congruent.02,مريم بتغسل سنانها بعد كل وجبة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,RA.64,الصيدلي العيان بيعالج نفسه في الصيدلية.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو المضيفة اهملت المسفرين؟,7,1,BA.4,لما هي كانت علي الطيارة المضيفة ساعدت المسافرين.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,yn.29,هو كان الممرض القلوق بيراجع الحالات قبل النبطشية الجيه؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BVA.79,كل أب غايب بيلوم نفسه على الغياب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هي المرشحة القت خطاب؟,9,1,in-situ.10,هو كانت الوزيرة المرشحة بتقترح ايه في خطبها الاخير؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.34,بلال حط صلصة على المرض.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,Control.49,لما أنا كنت في المحطة الضابط حل القضية.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,NP.48,كل راقص متمرس بيصور المدرب في التمارين.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,cleft.68,ايه الي كان الطباخ المحترف بيجهزه في المطبخ الجديد؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو جمانة كذابة؟,7,1,congruent.04,أختي جمانة مبتعرفش تكذب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,NP.18,كل مريضة متوترة بتطمن الدكتور بعد العلاج.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.19,أدم وقع وسلخ ركبته.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.04,كل شيفة محترفة بتأكل نفسها من الأكل.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,yn.41,هو كانت الكوفايرة المتمرسة بتعتبر الاطفال من الزباين المزعجين؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,incongruent.49,هي لبست جزمة بكعب ختم.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.34,لما هو كان في المحكمة القاضي عاقب المجرم.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,cleft.66,مين الي كان الصياد الشجاع بينقذه من نص البحر؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو الصيدلانية صرفت الادوية؟,9,1,Control.19,لما أنا كنت في المستشفى الصيدلانية صرفت الادوية.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,in-situ.05,هو كان السباح المتحمس بينافس مين في البطولة الافريقية؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,RA.33,العالمة الحريصة بتحمي نفسها قبل التجارب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
هو الجار رفض الهدية؟,7,1,yn.31,هو كان الجار الودود اخد هدية من الجران الجداد؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,NP.20,كل ممثلة قديرة بتكرر الشخصية في الأدوار.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.36,لما هو كان في المدرسة الناظر عاقب الطلاب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.36,أثناء الكورة جو لوى فلوسه.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
هي المذيعة بتشتغل في ستوديو؟,9,1,BA.6,لما هي كانت في الاستوديو المذيعة حيت الجمهور.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,BVA.81,كل مريض معدي بيحبس نفسه في الحجر.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.21,الموظف ملا العربية بنزين.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.51,لما أنا كنت في الملعب المدرب علم اللعيبة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,cleft.70,ايه الي كان الدكتور المشغول بيعالجه في عيادة العظام؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.51,السنة الدراسية بتبدأ في الجسر.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.66,المهندس الذكي بيجهز نفسه قبل المشروع.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.09,هو كانت البطلة الشجاعة بتحارب مين في آخر رواية؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,NP.50,كل اهوجي تعبان بيشرب الزباين من القهوة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,Control.21,لما أنا كنت في المعرض الرسامه عرضت اللوح.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هي الام راحت المدرسة الابتدائية؟,9,1,cleft.72,مين الي كانت الأم الحنونة بتحضنه في المدرسة الابتدائية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.06,خلال الفيلم اكلنا فشار بالزبدة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,yn.43,هو كان الجد الحنون بيحضن الولد عشان يبطل عياط؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BVA.06,كل وزيرة جديدة بتكلم نفسها قبل الخطاب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.12,هو كانت الدكتورة الجامعية بتناقش ايه في المؤتمر العلمي؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هي الطفلة قبلت العقاب؟,7,1,RA.35,الطفلة الشقيه بتخبي نفسها من العقاب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
هو الأب قطع الديك الرومي؟,9,1,incongruent.38,الأب قطع الديك الرومي بشارع.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,cleft.83,مين الي كانت العجوزة العصبية بتهزءه في سوق القماش؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,NP.52,كل مغني مغرور بيحب الجمهور في الاستعراض.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.38,لما هو كان في البيت الكهربائي حاسب الاب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,RA.37,الملكة المخلصة بتحسن نفسها عشان الشعب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو المدير كان بيكتب الملاحظات؟,7,1,Control.23,لما أنا كنت في الأجتماع السكرتيره كتبت الملاحظات.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,yn.45,هو كان الحرامي المسجون سارئ الدكتور من سكان الكمبوند؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BVA.08,كل مسجونة ندمانة بتسامح نفسها بعد الخروج.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.53,المركب عدت بسهولة من تحت الدقيقة.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,1,BVA.83,كل طالب متوتر بيطمن نفسه بعد المذاكرة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.21,هو كان البلوجر الغيور فضح مين في البوست الطويل؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,NP.22,كل طالبة مجتهده بتنتقد المدرسة بعد الحصة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هي الشيف برنامجها مباشر؟,9,1,in-situ.14,هو كانت الشيف المحبوبة طبخه ايه في البرنامج المباشر؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.53,لما أنا كنت في المطار الطيار جهز الطيارة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.68,المدرس المضغوط بيريح نفسة بعد الامتحانات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,congruent.23,السماد الزراعي بيقوي التربة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,cleft.74,ايه الي كان الكهربائي الكويس بيصلحه في محل الالكترونيات؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هي الست قبلت الاسعار؟,7,1,BA.8,لما هي كانت في السوق الخياطة فاصلت البياع.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,yn.46,هو كان المذيع اللبق بيسأل الضيوف ايه على الاذاعة الصباحية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.08,عمر كتبلها جواب حب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,BA.10,لما هي كانت في المدرسة الام ودعت الولاد.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,cleft.85,مين الي كان المدرس الشديد بيهزءه في الصف الصبح؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.55,المحاضرة مفروض تكون حوالي ساعة فضاء.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
هي المعلمة بتقرأ في المكتبه؟,9,1,cleft.76,ايه الي كانت المعلمة الذكية بتقراه في المكتبه الهادية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.85,كل دكتور حريص بيعقم نفسه قبل العمليات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.24,هو كان الراجل المحترم بيحب مين من بنات الجيران؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.40,هو اشتراها من محل الضغط.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,Control.55,لما أنا كنت في الطوارئ الجراح انقذ العجوز.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,NP.54,كل موظف مركز بينتقد الفريق بعد المشروع.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو العرض كان في متحف؟,7,1,Control.25,لما أنا كنت في العرض المصممه عرضت التصاميم.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BVA.10,كل مديرة طموحة بترشح نفسها عشان المركز.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,yn.49,هو كان الشخص العيان مستني الدكتور في المستشفى الصغيرة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.40,لما هو كان في المعمل العالم علم المساعد.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,NP.24,كل دكتورة تجميل بتجمل المرضى عشان التسويق.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو اسمي كان في اللستة؟,9,1,congruent.10,حطيت اسمي في اللستة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,RA.70,الباريستا المحترف بيطور نفسه عشان الزباين.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,yn.50,هو كانت الست المستعجله بتشوف العصاير في السوبرماركت الجديد؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.25,عازف الؤرج عزف مع مغنين الكنيسة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
هي المستشاره بتهمل شغلها؟,7,1,RA.39,المستشاره المتعمقة بتهلك نفسها عشان العميل.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.16,هو كانت الام المرتبة بتحضر ايه في البيت الجديد؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,cleft.78,ايه الي كان المصور الفنان بيصوره علي مسرح القاعة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,BA.42,لما هو كان في المكتب المحامي جاب المتهم.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو الام كانت هادية؟,7,1,BVA.12,كل أم قلوقة بتحاسب نفسها علي الحوادث.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.34,هو كانت الموظفة الشقيانة بتساعد مين في المشروع المتأخر؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.42,هو بعت الجواب من غير سلم.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,1,BVA.87,كل ممثل مغرور بيمدح نفسه بعد العرض.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هو الساندوتش كان ساندوتش جبنة بالزتون؟,9,1,congruent.12,أنا طلبة ساندوتش جبنة بالزتون.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,yn.53,هو كانت البنت الجعانة مستنية الجرسون في المطعم الهندي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,Control.57,لما أنا كنت في المؤتمر السفير القى كلمة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,cleft.87,مين الي كان الشاعر المعروف بيغازله في المهرجان الصيفي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو المغنية بتهيء الفرقه؟,9,1,NP.26,كل مغنية مشهوره بتهيء الفرقه قبل الحفلة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,Control.27,لما أنا كنت في المكتب المترجمة ترجمة الوثائق.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,in-situ.19,هو كان المخرج الفرنسي بيعرض ايه في المجتمع العربي؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.57,جرا الرياضي اخر ربع صيد.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.72,الممثل المتحمس بيحفز نفسه قبل المسرحيه.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو الطالب حل الواجب في البيت؟,7,1,yn.54,هو كان الطالب المشغول بيحل الواجب في قاعة المدرسة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.12,لما هي كانت في الصالون الكوافيرة ظبطت الزبونة.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,NP.56,كل رياضي متحمس بيعاين الفريق بعد المباراة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.27,المركب اختفت في الشبورة الكثيفة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.41,المربية المسؤوله بتحمل نفسها عشان الولاد.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,Control.29,لما أنا كنت في الاستوديو المذيعة قدمت النشرة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.43,المحامية الشغوفه بتطور نفسها عشان القضايا.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو االقبطان شتم الطقم؟,7,1,BA.44,لما هو كان على المركب القبطان شجع الطقم.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.59,الجنينة اتدمرت بسبب المكنسة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,yn.59,هو كانت المستشارة المتسامحة بتشرح السياسات في أوضة الاجتماعات؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,NP.58,كل ولد صغير بيرسم الام في الرسمة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.14,لما هي كانت في الورشة الرسامة نقدت الفنان.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.36,هو كانت الصحفية العنيدة بتعارض مين في المقال النهاردة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,RA.74,الممرض المنتبه بينظف نفسه بين الشفتات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو التاجر بيشتغل في سوق الخضار؟,9,1,cleft.80,ايه الي كان التاجر النصاب بيبيعه في سوق الخضار؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.59,لما أنا كنت في الجيم المدرب مرن المتسابقين.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.14,كارما صحت بعد حلم وحش.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,cleft.89,مين الي كانت العميلة المزعجة بتهزءه على الخط الاساسي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو الطفلة بتأكل القطة؟,7,1,NP.28,كل طفلة صغيرة بتأكل العروسة عشان تتعلم.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,in-situ.22,هو كانت الخياطة الشاطرة بطرز ايه عشان العروسة الجميلة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.14,كل ممرضة مبتدئة بتتحدى نفسها في الشغل.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,yn.56,هو كان المدير القاسي بيطرد الموظف في اجتماع الشغل؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو انا بدخن سجاير؟,9,1,incongruent.44,أنا عموما بدخن سجاير الطاقة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,BVA.89,كل مبتدئ مهتم بيغير نفسه عشان التطور.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.29,هما ربو الخنازير في مزرعتهم.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
هو الرسام بيتمرن في المعهد؟,7,1,BVA.76,كل رسام صبور بيمرن نفسه في الورشة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.01,أنثى الفرخة اسمها دجاجة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,NP.16,كل عروسة جديدة بتدلع العريس قبل الفرح.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
