taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
,,2,yn.61,هو كانت الست الطيبة بتساعد العجوزة في غرفة الطوارئ؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.60,السواء المحترف بيراجع نفسه قبل الرحلة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو الفلاحة حضنت الولاد؟,7,2,BA.16,لما هي كانت في الجنينة الفلاحة ترضت الولاد.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,NP.45,كل مسلمة ملتزمة بتفكر عشان الصلاة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,yn.63,هو كانت الرسامه المبدعة بترسم حصنة في المسابقة المدرسية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,Control.1,لما أنا كنت في المستشفى الممرضة نصحت العيان.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,in-situ.38,هو كانت المذيعة اللطيفة بتكلم مين على الراديو الصبح؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.16,القطة متغطية بفرو مقرمش.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
هو كان في اجتماع امبارح؟,9,2,cleft.01,‏ايه اللي كان المدير الجديد عايزه في الاجتماع امبارح؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,RA.30,الرياضية المبتدأه بتهيأ نفسها قبل التمرين.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,congruent.46,ندى سخنت ببرونة اللبن بتاعت البيبي.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,2,cleft.02,‏مين الي كان الفنان الموهوب رسمه في اللوحة المشهورة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.01,أنثى الفرخة اسمها نجمة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.01,كل طالبة مجتهدة بتكافئ نفسها بعد الامتحان.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,congruent.48,كريم كنس الأرض بمكنسة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هي المسافرة كانت مهملة و متوترة؟,7,1,RA.32,المسافرة المتحمسة بتجهز نفسها قبل الرحلة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,Control.33,لما أنا كنت في المطار الطيار قابل المضيفة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,NP.47,كل ممثل مشهور بيشوف الزملاء في المسلسلات.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو رحمة وزنت نفسها؟,9,2,incongruent.18,رحمة وزنت نفسها على ميزان الفشار.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,2,BA.18,لما هي كانت في الفصل المدرسة هزأت الطلاب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,BVA.03,كل مرشدة سياحية بتصور نفسها عند الآثار.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.03,قبل ممارسة الرياضة أحمد بيمدد كلامة.,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
,,1,NP.61,كل محامية متوترة بتراجع المتهم قبل الجلسة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,cleft.08,ايه الي كان الولد الصغير كسبه في مسابقة الرسم؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.78,كل متسلق خبير بيرتب نفسه قبل التسلق.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هم الكواكب بيلفو حولين القمر؟,7,2,congruent.33,كل الكواكب بيلفو حولين الشمس.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,2,in-situ.28,هو كانت المحامية الجريئة بتعرض ايه في جلسة المحكمه؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.3,لما أنا كنت في الجنينة الناني فسحت الولاد.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,yn.64,هو كانت الست العجوزة مستنية الممرض في العيادة الزحمة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,BA.48,لما هو كان في العمليات الدكتور كسر الجهاز.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,in-situ.40,هو كانت المراسلة المهمة وصلت مين من سكان القصر؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هو التاجر بيشتري دهب؟,9,2,yn.67,هو كان التاجر الغني بيشتري دهب من سوق الذهب؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.63,الراجل الغني بيدلع نفسة بعد الشغل.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,cleft.04,مين الي كان الاب الفخور بيشجعو في ماتش الكوره؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,in-situ.30,هو كان المهندس المصاب شايل ايه قبل الحادثه الكبيرة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,RA.65,السواق الجديد بيفكر نفسه قبل الامتحان.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,yn.71,هو كان المشجع المتحمس بيشجع الفريق في بطولة الرماية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,BA.20,لما هي كانت في العمليات الممرضة ساعدت الدكتور.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هي المحامية خسرت القضية؟,9,1,RA.34,المحامية المهمله بتلوم نفسها على الخساره.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,congruent.50,هي تبلة الستيك بالفلفل الأسود.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,2,in-situ.42,هو كان المحاسب المشغول عين مين عشان يخفف الضغط؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هو المجرم السفاح بيتجنب المباحث؟,9,1,BVA.80,كل مجرم سفاح بيخبي نفسه من المباحث.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,BA.50,لما هو كان في المينا البحار جهز المركب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,congruent.35,نورا محبوبة من كل صحبها.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,2,cleft.07,مين الي كان المخرج الاجنبي بيكلمه عن الفلم الجديد؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو السواق وصل المدير للاجتماع؟,7,2,Control.35,لما أنا كنت في الشغل السواق وصل الزبون.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,NP.49,كل طفل صغير بيأكل القطة في الحضانة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,cleft.11,ايه الي كانت الساحرة الشريرة بتخططله في الكتاب المشوق؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,NP.19,كل جراحة حريصة بتحفز الممرضين قبل العملية.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,incongruent.20,اتسمت على اسم كيكتها.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.05,كل بنت عطشانة بتشرب نفسها من الكوباية.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هو كانت الحفلة فرقة بس منغير مغني؟,7,2,yn.69,هو كان المغني المشهور بيغنى موال في الحفلة النهردة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,Control.5,لما أنا كنت في المكتب السكرتيرة نظمت المستندات.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,incongruent.05,مالك كتب فصل في المشروب.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,in-situ.44,هو كان الجراح الخبير بيعالج مين من الفريق الوطني؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,congruent.37,كل يوم اتنين الجنايني بيقص النجيلة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,1,NP.51,كل مذيع شاطر بيكلم المخرج عشان يتمرن.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو المصور بيحاول يطور الاستوديو؟,9,2,in-situ.32,هو كان المصور الطموح بيصور ايه عشان يطور الاستوديو؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,BA.52,لما هو كان في المكتب المدير نظم الاجتماعات.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,BVA.82,كل موظف ناجح بيتعب نفسه عشان النجاح.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,cleft.17,مين الي كانت اللاعبة التعبانة بتنافسه في المتش الاخير؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,2,BA.22,لما هي كانت في المسرح الممثلة مثلت الدور.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,cleft.13,ايه الي كان العالم المعاصر درسه في جامعة الاسكندرية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.7,لما أنا كنت في اللوكيشن الممثلة خالفت الكاتب.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,yn.81,هو كان الولد الضايع بيضرب السكيورتي في المول الكبير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,congruent.52,حنفية الحمام بدأت تسرب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هي الست شجاعة؟,9,1,BVA.07,كل ست شجاعة بتحب نفسها في المجتمع.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.07,إيمان حتط كورنفلكس في المكتب.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.67,العجوز الحكيم بيعلم نفسه من الحياة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو كان الولد بيشتري لبن؟,7,2,yn.73,هو كان الولد الصغير بيشتري حلويات من الدكان العصر؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.36,الممرضه المصابة بتحبس نفسها في المستشفى.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.22,الولاد سعدو رانيا تصلح كنيستها.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.37,لما أنا كنت في العاصمة الوزير قابل الرئيس.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو الخياطة بترفض التطور؟,7,1,NP.21,كل خياطة معروفة بطور المبتدئين عشان الزباين.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,incongruent.24,الأم رضعت المولود غاز.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,yn.75,هو كان المدرب العطشان بيشرب ميه في ملعب الكوره؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,NP.53,كل ولد غلطان بيسامح الاهل بعد العقاب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,yn.84,هو كان الراجل البخيل يبفاصل الموظف في محل العطور؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,incongruent.09,اشترى سجادة مسحته من الحيطة للأرض.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
هي المديرة كانت فاشلة؟,7,1,RA.38,المديرة المهتمة بتريح نفسها بعد النجاح.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,BA.54,لما هو كان في الاستوديو المنتج ضبط المشهد.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,NP.23,كل ام مقصره بتعاقب الولاد على التقصير.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو البقال بيشتغل في محل كبير؟,7,2,cleft.15,ايه الي كان البقال العجوز بيبيعه في محلة الصغير؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,2,congruent.39,فريد حط الدودة على خطاف الصيد.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,1,BVA.84,كل مدير مهموم بيهلك نفسه عشان النجاح.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,in-situ.47,هو كانت البنت التعبانة بتنادي مين في مسجد المحطه؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.9,لما أنا كنت في البيت الشغالة شافت الحرامي.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,congruent.54,المدخن المتهور سبب حريقة في الغابة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,2,in-situ.48,هو كان الطالب الشاطر بيذاكر ايه في مكتبة الجامعة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,RA.69,الغطاس القديم بيحمي نفسه من الخطر.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,Control.39,لما أنا كنت في المطعم الشيف اكل الويتر.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هي الدكتورة الجامعية بتدرس؟,9,1,BVA.09,كل دكتورة جامعية بتعاين نفسها بعد المحاضرة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,cleft.23,مين الي كان البيطري الشاطر عالجه من مرضة العيادة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو الشغالة لعبت مع الاولاد؟,9,2,BA.24,لما هي كانت في الجنينة الشغالة لعبت الاولاد.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,congruent.56,الخنزير نام في الطينة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,NP.55,كل سياسي جاهز بيرشح المرشح عشان الانتخابات.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو الام بتطبخ في المطبخ الخارجي؟,9,2,in-situ.51,هو كانت الام المشغوله بتطبخ ايه في المطبخ الخارجي؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,cleft.33,مين الي كان الكاتب المثقف بيترجمه من الكتاب الكبار.,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.86,كل سواق مشتت بيعاتب نفسه بعد الحادثة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.11,أنا بحب الكيك مع الرئتين.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
هو المغنية بتشجع الجمهور؟,7,1,BVA.11,كل مغنية مشهورة بتشجع نفسها قبل الاستعراض.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,yn.86,هو كان الممثل المشهور بينافس الزميل في الاوسكار الاخير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,incongruent.26,عربيات السباق تلقت العلم الي عليه الشط.,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
,,2,Control.41,لما أنا كنت في المستشفى الجراح كلم الممرضة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,BA.56,لما هو كان في البيت الكهربائي صلح النور.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,RA.40,القائدة المهتمه بتعاتب نفسها بعد الفشل.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,in-situ.52,هو كان الراجل القوي بيساعد مين في مكان الحادثة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هي المصورة بتعلم؟,9,1,NP.25,كل مصورة مبدعة بتدرب المتعلمين على الزوايا.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,cleft.18,ايه الي كان الحكم المرتشي غيره في البطوله العالميه؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.11,لما أنا كنت في المطبخ الطباخة كلمت السواق.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.71,المجرم الجريئ بيهيئ نفسه قبل الجريمة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو فك الحزام؟,7,2,congruent.41,هو فك الكرفتة الي حولين رقبته.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,2,BA.26,لما هي كانت في الطيارة المضيفة جابت الأكل.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,yn.77,هو كان الولد الكسلان بيتابع كرتون على تلفزيون الصالة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,incongruent.28,الولد الصغير شاط العربية.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
هو الرسامة بترسم الطبيعة؟,7,1,BVA.13,كل رسامة معروفة بترسم نفسها عشان تتشهر.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,cleft.35,مين الي كانت البنت المتأخرة مستنياه عشان يجهز؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,2,BA.28,لما هي كانت في القاعة المنظمة جهزت الزينة.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,RA.73,المبرمج المحترف بيدرب نفسه على البروجرام.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو كان الرسام بيرسم علي الحطان؟,9,2,yn.79,هو كان الرسام المحترف بيرسم لوحة علي الحطان القديمة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,in-situ.55,هو كان السواق المشتت خبط مين في الباركنج الزحمة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.13,لما أنا كنت في البيت الداية ساعدت الام.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.42,الرياضية الحريفة بتشجع نفسها عشان تكسب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,cleft.20,ايه الي كان الطباخ المهمل عمله عشان يتؤف فجأه؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو النجار مرن ابنه؟,7,2,Control.43,لما أنا كنت في الورشة النجار مرن المساعد.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,congruent.43,جزمتها الجديدة مقاسها غلط.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,NP.57,كل مجرم مسجون بيحاسب المحامي على الحبسة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,in-situ.58,هو كان الولد الخايف سامع ايه في البيت المسكون؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,congruent.58,الشتا كان قاسي اوي السنادي.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,2,yn.88,هو كان العجوز الطيب بيساعد العيال في السوبرماركت القريب؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BVA.88,كل شيف محترف بيطور نفسه في المطعم.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.13,مصطفى طلب همبرغر و ورق.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
هي المدرسة كانت مجتهدة؟,9,1,NP.27,كل مدرسة مجتهدة بترتب الطلاب قبل الحصص.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,BA.58,لما هو كان في السجن الحارس مسك الهربنين.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,in-situ.57,هو كان الراجل الشبعان مستني مين عند كاشير المطعم؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,congruent.45,من سوء الحظ المشي تحت السلالم.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,1,NP.59,كل كاتب محبوب بيتحدى الشخصياة عشان يتحسن.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو كان الطالب الذكي بيذاكر في الفصل؟,7,2,in-situ.60,هو كان الطالب الذكي بيحل ايه في قاعة الامتحان؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.45,لما أنا كنت في القسم الضابط حيا النقيب.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,RA.75,الشخص الجبان بيشجع نفسه قبل المواجهة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.15,المتسكل ممكن يعمل فرو.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
هو الست بتنشر الاسرار؟,9,2,yn.82,هو كانت الست الرغايه بتقول الاسرار في عزومة العيلة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,BA.60,لما هو كان في المصنع النجار عمل ترابيزة.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,cleft.37,مين الي كانت الشاعرة الحساسة بتوصفه في الديوان المشهور؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.15,كل ممثلة صوتية بتسمع نفسها في الافلام.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,BA.30,لما هي كان في المشغل الخياطة جهزة الفستان.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,congruent.60,بيسخنو البسين بالطاقة الشمسية.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هو الممثلة كانت بتغير من نفسها للدور؟,9,1,RA.44,الممثلة المخلصة بتغير نفسها عشان الدور.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.30,امبارح هما جديفو المركب في المكنة.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,1,BVA.90,كل مدمن متعالج بيعاقب نفسه عشان الغلط.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,cleft.25,ايه الي كانت المريضة الجعانة بتاكله عشان تتحسن حلتها؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو الراهبة كلمت اختها في الكنيسة؟,7,2,Control.15,لما أنا كنت في الكنيسة الراهبة كلمت البابا.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,NP.29,كل رسامة مبهرة بتنظف الولاد بعد الرسم.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,yn.90,هو كان المراهق الشيطان بيضرب الكلاب في شارع الحي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,cleft.03,مين الي كان المذيع السياسي بينتقد في المقابلة الأخيرة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,BVA.76,كل رياضي مهتم بيحسن نفسه قبل المسابقة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هي الدكتورة بتشتغل في المستشفى؟,9,1,NP.17,كل دكتورة كبيرة بتعالج المرضى في المستشفى.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
