taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
,,7,BVA.101,每个 舞者 跳舞 的时候 都 说 自己 穿了 合脚的 舞鞋。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,insitu.56,菲比 想知道 那个 播客的 声优 讲了 什么 给 城堡的 守卫。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
篮球队员穿了轻便的衣服吗？,9,7,condition4.56,那个 球童 捡球 的时候 说 篮球队员 穿了 轻便的 衣服。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,7,insitu.11,小沈 想知道 那个 书店的 导购 借了 什么 给 小说的 读者。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,RA.26,那个 电工 回家 的时候 说 自己 做了 很多的 工作。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,yesno.81,老黄 想知道 那个 政府的 官员 提了 那个 方案 给 展览的 策展 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,BVA.36,每个 水手 出海 的时候 都 说 自己 吻了 深爱的 爱人。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,insitu.51,罗伊 想知道 那个 驾校的 教练 卖了 什么 给 视频的 审核。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,condition4.51,那个 剪辑 拍照 的时候 说 电影导演 看了 有趣的 视频。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
花匠是植物园的花匠吗？,7,7,yesno.36,尼克 想知道 那个 飞机的 机长 讲了 那则 新闻 给 花圃的 花匠 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,condition3.06,每个 保安 执勤 的时候 都 说 公关经理 忘了 厚重的 棉袄。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
邻国有难民吗？,9,7,insitu.06,阿信 想知道 那个 歌手的 弟弟 捐了 什么 给 邻国的 难民。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,BVA.96,每个 丈夫 出门 的时候 都 说 自己 带了 新买的 水瓶。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,congruent.36,乔伊 扭伤了 他的 脚踝。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,condition4.111,那个 校长 升旗 的时候 说 大队委员 唱了 庄严的 国歌。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
大学有讲师吗？,9,7,thehell.21,小杨 想知道 那个 大学的 讲师 到底 拿了 什么 给 校长的 宾客。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,condition3.66,每个 安检 检查 的时候 都 说 保安人员 搜了 可疑的 包裹。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,incongruent.51,秋季 学期 从 秋天 睡觉。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
那个工人还在岗吗？,7,7,RA.21,那个 工人 下岗 的时候 说 自己 存了 极少的 存款。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,thehell.66,里奥 想知道 那个 宿舍的 宿管 到底 买了 什么 给 青旅的 住客。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,incongruent.21,香氛 让 车里 充满了 汽水。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,7,RA.81,那个 大使 来访 的时候 说 自己 选了 大气的 礼物。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,congruent.06,看电影 的时候 我们 吃了 爆米花。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
查理写的是新闻报道吗？,7,7,congruent.05,查理 给 新书 写了 一个 章节。,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,7,BVA.95,每个 小偷 盗窃 的时候 都 说 自己 翻了 全部的 橱柜。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,thehell.65,达拉 想知道 那个 仓库的 库管 到底 丢了 什么 给 广场的 大妈。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,RA.80,那个 明星 吃饭 的时候 说 自己 挑了 最少的 碳水。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,yesno.80,小徐 想知道 那个 家电的 导购 赔了 那台 电视 给 香港的 球员 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
她有猫吗？,9,7,incongruent.20,她 和 她的 猫 有着 一样的 可乐。,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
,,7,condition4.50,那个 声优 录音 的时候 说 音效老师 吃了 清新的 喉糖。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,7,insitu.50,彼得 想知道 那个 部门的 主任 买了 什么 给 小区的 电工。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,condition3.05,每个 老板 开会 的时候 都 说 人力资源 讲了 简单的 几句。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,incongruent.50,她 用 胡椒 腌制了 飞机。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
那个保洁说自己拖了干净的地面吗？,7,7,RA.20,那个 保洁 开工 的时候 说 自己 拖了 肮脏的 地面。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,congruent.35,凯西 被 所有人 喜欢。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,condition4.110,那个 出纳 计算 的时候 说 风控部门 找了 最新的 数据。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,7,yesno.35,露西 想知道 那个 导演的 助理 端了 那份 盒饭 给 乐团的 乐手 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
主任演讲了吗？,9,7,BVA.35,每个 主任 演讲 的时候 都 说 自己 做了 杰出的 贡献。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,thehell.20,老张 想知道 那个 餐车的 厨师 到底 分了 什么 给 后勤的 学徒。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,condition3.65,每个 策展 布展 的时候 都 说 研究助理 做了 全面的 研究。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,insitu.05,小王 想知道 那个 酒吧的 酒保 发了 什么 给 商场的 顾客。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
边线裁判做了错误的判罚吗？,7,7,condition4.46,那个 裁判 比赛 的时候 说 边线裁判 做了 正确的 判罚。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,7,congruent.31,那个 受害者 在 被抢劫 之后 去了 警察局。,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
数学老师吃了好吃的苹果吗？,9,7,condition3.01,每个 学生 下课 的时候 都 说 数学老师 吃了 好吃的 苹果。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,incongruent.16,我的 猫 浑身 都是 白色 的 面包。,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
,,7,condition4.106,那个 军官 演讲 的时候 说 敌方特工 受了 严格的 训练。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,7,yesno.31,朱莉 想知道 那个 法官的 保姆 卖了 那支 口红 给 超市的 收银 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,incongruent.46,乔安 泡了 给 宝宝 的 桌子。,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,7,thehell.61,伊森 想知道 那个 诊所的 专家 到底 退了 什么 给 海边的 渔夫。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,congruent.01,一只 会下蛋的 鸡 叫做 母鸡。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
花匠说自己剪了很少的花瓣吗？,7,7,RA.16,那个 花匠 训练 的时候 说 自己 剪了 无数的 花瓣。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,insitu.46,大卫 想知道 那个 杂志的 编辑 教了 什么 给 报社的 记者。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,condition3.61,每个 修女 朝拜 的时候 都 说 宗教信徒 走了 很长的 距离。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,yesno.76,鲍勃 想知道 那个 面馆的 师傅 带了 那包 辣椒 给 教堂的 修女 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,BVA.31,每个 店主 开店 的时候 都 说 自己 算了 盈利的 价格。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
小王有妈妈吗？,9,7,insitu.01,约翰 想知道 那个 学校的 员工 寄了 什么 给 小王的 妈妈。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,RA.76,那个 商人 交易 的时候 说 自己 做了 果断的 决策。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,thehell.16,凯特 想知道 那个 机场的 保洁 到底 读了 什么 给 乘客的 女儿。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,BVA.91,每个 财阀 调查 的时候 都 说 自己 有了 制胜的 证据。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,condition3.02,每个 厨师 上班 的时候 都 说 行政总厨 买了 好看的 围裙。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,incongruent.17,纽约 是 一座 忙碌 的 奶油。,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
弟弟是杰克的弟弟吗？,7,7,insitu.02,玛丽 想知道 那个 公司的 老板 带了 什么 给 小明的 弟弟。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,condition3.62,每个 渔夫 捕鱼 的时候 都 说 养殖专家 撒了 结实的 渔网。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,yesno.32,艾比 想知道 那个 诊所的 大夫 喂了 那块 面包 给 教堂的 牧师 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,RA.17,那个 农民 耕种 的时候 说 自己 打了 甘甜的 井水。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,incongruent.47,约翰 给 钢笔 灌了 火柴。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,7,condition4.107,那个 邮差 送信 的时候 说 高速警察 开了 全新的 摩托。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,7,yesno.77,麦克 想知道 那个 山东的 老板 退了 那箱 鱼干 给 舟山的 渔夫 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,RA.77,那个 游客 坐车 的时候 说 自己 看了 壮丽的 风景。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
我喝咖啡的时候加糖吗？,9,7,congruent.02,我 喝咖啡 的时候 会 加 糖 和 牛奶。,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,7,BVA.92,每个 地主 交易 的时候 都 说 自己 做了 提前的 计算。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,thehell.62,科尔 想知道 那个 花店的 花匠 到底 教了 什么 给 码头的 保安。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,congruent.32,晚餐后 他们 洗了 碗。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
品牌运营收了廉价的礼物吗？,7,7,condition4.47,那个 主播 下播 的时候 说 品牌运营 收了 昂贵的 礼物。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,7,thehell.17,裘德 想知道 那个 酒庄的 农民 到底 分了 什么 给 酒店的 游客。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
教练说自己举了沉重的哑铃吗？,9,7,BVA.32,每个 教练 开课 的时候 都 说 自己 举了 沉重的 哑铃。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,insitu.47,苏珊 想知道 那个 银行的 高管 发了 什么 给 明星的 经纪。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,condition3.72,每个 摊贩 摆摊 的时候 都 说 仲裁专员 定了 合理的 价格。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,incongruent.27,那艘船 开往了 未知的 沙漠。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,RA.87,那个 犯人 入狱 的时候 说 自己 犯了 严重的 错误。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,congruent.42,他 寄出了 没有 邮票 的 信封。,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,7,condition4.57,那个 导购 推销 的时候 说 营销总监 给了 最低的 价格。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
司机是开出租车的司机吗？,7,7,yesno.42,赛琳 想知道 那个 快递的 司机 赔了 那只 杯子 给 军队的 长官 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,BVA.102,每个 诗人 创作 的时候 都 说 自己 吃了 可口的 点心。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,incongruent.57,那个 运动员 跑了 三公斤。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,thehell.72,乔治 想知道 那个 成都的 教练 到底 讲了 什么 给 遗迹的 专家。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,BVA.42,每个 管家 服务 的时候 都 说 自己 做了 详尽的 准备。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,insitu.12,老许 想知道 那个 医院的 护士 送了 什么 给 牙科的 病人。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
节目团队装了耐用的电池吗？,9,7,condition3.12,每个 摄影 拍摄 的时候 都 说 节目团队 装了 耐用的 电池。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,insitu.57,布朗 想知道 那个 工程的 质检 还了 什么 给 公交的 司机。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,RA.27,那个 酒保 调酒 的时候 说 自己 切了 新鲜的 柠檬。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,yesno.87,塞斯 想知道 那个 温泉的 前台 发了 那张 收据 给 日本的 僧侣 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
我点了牛排吗？,7,7,congruent.12,我 点了 火腿 和 芝士 和 三明治。,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
,,7,condition4.117,那个 矿工 干活 的时候 说 包工头子 戴了 防毒的 面具。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
机场有警卫吗？,9,7,thehell.27,阿贝 想知道 那个 机场的 警卫 到底 退了 什么 给 银行的 职员。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,thehell.68,珍妮 想知道 那个 冰场的 游客 到底 喂了 什么 给 汪远的 小狗。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,condition3.68,每个 邻居 出门 的时候 都 说 邮政人员 看了 空荡的 信箱。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,yesno.83,凯文 想知道 那个 宾馆的 前台 寄了 那张 贺卡 给 港口的 海关 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,BVA.38,每个 助理 展示 的时候 都 说 自己 讲了 生动的 故事。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
哈尔给她写了一封遗书吗？,7,7,congruent.08,哈尔 给 她 写了 一封 情书。,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,7,insitu.53,瑞秋 想知道 那个 军队的 士兵 借了 什么 给 航母的 水手。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,condition4.113,那个 法务 谈判 的时候 说 我方客户 给了 最高的 报价。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,7,congruent.38,父亲 用 刀 杀了 一只 鸡。,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
手套是保暖的吗？,9,7,condition3.08,每个 司机 出车 的时候 都 说 维修工人 织了 保暖的 手套。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,incongruent.53,那艘船 轻松的 穿过了 森林。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
队员是蓝队的队员吗？,7,7,thehell.23,李四 想知道 那个 队伍的 教练 到底 发了 什么 给 红队的 队员。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,BVA.98,每个 小孩 玩耍 的时候 都 说 自己 滑了 很高的 滑梯。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,yesno.38,乔伊 想知道 那个 游戏的 玩家 拿了 那张 日历 给 电视的 主持 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,RA.83,那个 护士 学习 的时候 说 自己 背了 全部的 条例。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,incongruent.23,肥料 让 土地 变得 生气。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,7,insitu.08,麦克 想知道 那个 学生的 朋友 买了 什么 给 教授的 儿子。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,condition4.53,那个 宿管 巡逻 的时候 说 教导主任 抓了 调皮的 学生。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
那个前台说自己涂了口红吗？,9,7,RA.23,那个 前台 面试 的时候 说 自己 涂了 亮眼的 口红。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,incongruent.59,野餐 被 大雨 祝福了。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,yesno.89,老赵 想知道 那个 游艇的 船长 丢了 那碗 剩饭 给 海里的 动物 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,RA.89,那个 国王 加冕 的时候 说 自己 戴了 华美的 王冠。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,insitu.14,凯文 想知道 那个 乐园的 导游 讲了 什么 给 鬼屋的 游客。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,BVA.104,每个 政客 选举 的时候 都 说 自己 有了 远大的 计划。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
我一般抽烟吗？,7,7,congruent.44,我 一般 不 抽 香烟。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,7,RA.29,那个 医生 看病 的时候 说 自己 做了 反复的 测试。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,thehell.29,汪姨 想知道 那个 酒店的 前台 到底 丢了 什么 给 汽车的 技师。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,incongruent.29,他们 在农场里 养 水。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
指挥说大提琴手听了动听的音乐吗？,7,7,condition3.14,每个 指挥 演出 的时候 都 说 小提琴手 听了 动听的 音乐。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,insitu.59,帕特 想知道 那个 片场的 制片 分了 什么 给 会场的 翻译。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
院长卸任了吗？,9,7,condition4.59,那个 院长 卸任 的时候 说 公关部长 做了 大胆的 改革。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,7,yesno.44,雷纳 想知道 那个 别墅的 管家 带了 那盏 灯笼 给 中学的 外教 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,condition3.74,每个 销售 买菜 的时候 都 说 网店老板 讲了 优惠的 价格。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,thehell.74,小吴 想知道 那个 寺庙的 大师 到底 读了 什么 给 中学的 学生。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
编辑说自己读了糟糕的稿件吗？,9,7,BVA.44,每个 编辑 改稿 的时候 都 说 自己 读了 糟糕的 稿件。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,congruent.14,凯伦 喝了 一罐 可乐。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,condition4.119,那个 边检 敲章 的时候 说 海关官员 问了 相关的 问题。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,7,BVA.39,每个 玩家 体验 的时候 都 说 自己 杀了 重要的 敌人。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,congruent.09,他 给 家里 买了 一块 地毯。,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
玛丽有邻居吗？,9,7,insitu.09,米奇 想知道 那个 商场的 销售 卖了 什么 给 玛丽的 邻居。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,BVA.99,每个 网管 上网 的时候 都 说 自己 设了 安全的 密码。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,7,thehell.69,诺亚 想知道 那个 机房的 老师 到底 借了 什么 给 花店的 实习。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,7,condition4.114,那个 教官 训练 的时候 说 部队新兵 吃了 不少的 苦头。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,7,yesno.84,露丝 想知道 那个 包厢的 富豪 带了 那瓶 香槟 给 美国的 客户 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,incongruent.24,那个 妈妈 喂了 新出生的 火车。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
商人是做金融投资的商人吗？,7,7,yesno.39,黛西 想知道 那个 珠宝的 商人 留了 那则 忠告 给 摄影的 导师 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,7,RA.84,那个 牧师 传教 的时候 说 自己 带了 精美的 书籍。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
