taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
,,6,BA.16,"يوم هي كانت في الأجتماع، السكرتيره كتبت الملاحظات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,yn.04,كان الشخص المريض يتريا الدكتور في المستشفى الصغيرة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
الأسمدة تفسد؟,7,6,incongruent.23,الأسمدة تحسن جودة الخارطة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,BVA.67,كل مغنية مشهوره تشجع نفسها قبل الاستعراض.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
الأب قطع الديج؟,9,6,congruent.38,الأبو قطع الديج الرومي بالسكين.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,RA.59,الحرمة الشجاعة تحبب نفسها في المجتمع.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
المستشارة تشرح نفسها؟,7,6,yn.14,كانت المستشارة المتسامحة تشرح السياسات في غرفة الاجتماع؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,incongruent.08,كتب لها رسالة حب بالسندويش.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,fronting.60,شو كان العامل الشيبة يبيع في محله الصغير؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
الممثلة تهمل نفسها؟,7,6,RA.36,الممثلة المخلصة تجمل نفسها عشان الدور.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,fronting.56,شو كانت الساحرة الشريرة تخطط في الكتاب المشوق؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,6,yn.06,كانت الام المشغولة تطبخ الغدا في المطبخ الخارجي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,BA.7,"يوم هي كانت في المستشفى، الصيدلانية صرفت الادوية.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,yn.75,كان المهندس المصاب شايل البضاعة قبل الحادث الكبير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
المعلمة تقرأ في المكتبة؟,9,6,cleft.31,شو اللي كانت المعلمه الذكيه تقراه في المكتبه الهادية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,congruent.34,سيف صب صوص على الستيك.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
المديرة ترشح نفسها؟,9,6,BVA.65,كل مديرة طموحه ترشح نفسها عشان المركز.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.19,عبدالله طاح وجرح الموزة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,fronting.79,منو كانت الموظفة المكروفه تساعد في المشروع المتأخر؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,6,NP.30,كل محاسبة جديدة تعلم زميلتها عشان التقييم.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,BVA.33,كل مدمن متشافي يسامح نفسه عشان العلاج.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,congruent.49,هي لبست كعبها العالي.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,BA.9,"يوم هو كان في المركز، الشرطي حقق القضية.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
الرياضي يجهز المنافسين؟,7,6,NP.09,كل رياضي مهتم يجهز فريقه قبل المسابقة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,Control.34,"يوم أنا كنت في الطيارة، المضيفة ساعدت المسافرين.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,RA.72,الكاتب المحبوب يتحدى نفسه عشان النجاح.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,cleft.33,منو اللي كان المصور الفنان يصوره على المسرح القاعة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,Control.49,"يوم أنا كنت في المحكمة، القاضي عاقب المجرم.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,incongruent.04,مروه مول ما تقدر تقول دويرة.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محمد ضرب رأسه؟,9,6,congruent.36,"يوم كانوا يلعبون الطائرة، محمد ضرب راسه.",7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
العالم يدرس في جامعة نيويورك؟,7,6,fronting.58,شو كان العالم المعاصر يدرس في جامعة الاسكندرية؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.21,المساعد عبى السيارة جاي.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,yn.77,كان المصور الطموح يصور الغابة عشان يطور الاستوديو؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,RA.46,الموظف الزهقان يكافئ نفسه بعد المشروع.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,cleft.39,منو اللي كان الزبون البخيل يكاسره في محل العطور؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,BA.11,"يوم هو كان في الملعب، المدرب درب اللاعبين.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,cleft.34,شو اللي كان الرسام المحترف يرسمه على اليدران الجديمة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.06,وقت الفلم كلنا فراخ بالحطب.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,BVA.76,كل مسيقي حساس يسمع نفسه في التسجيلات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,BA.12,"يوم هي كانت في المعرض، الرسامه عرضت اللوحات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,Control.36,"يوم أنا كنت في الاستديو، المذيعة حيت الجمهور.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
الممرضة تتحدى نفسها؟,9,6,BVA.73,كل ممرضه مبتدائه تتحدا نفسها في الشغل.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,yn.12,كان الشاب الشبعان يتريا الفاتورة عند كاشير المطعم؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,Control.51,"يوم أنا كنت في المدرسة، الأخصائي عاقب الطلاب.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
الرياضية تقنع نفسها؟,7,6,NP.29,كل رياضية مبتدئة تقنع مدربها قبل التمرين.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,congruent.51,السنة الدراسية بدت في الخريف.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,RA.61,المسجونة الندمانة تسامح نفسها بعد الخروج.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,fronting.81,منو كانت الصحفية العنيده تعارض في المقال الصبح؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,6,NP.86,كل شيبة حكيم يثقف الشباب من التجارب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,congruent.31,"عقب ما انسرقوا، الضحية اتصلت بالشرطة.",6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,6,RA.70,الولد الصغير يرسم نفسه في الشخابيط.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,Control.31,"يوم أنا كنت في المستشفى، الممرضة نصحت المريض.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
المعلمة تغني موال؟,7,6,yn.72,كانت المعلمه البشوشة تغني النشيد في الطابور الصبح؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,NP.19,كل دكتور يخطئ يعاتب الممرضين بعد العمليات.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,incongruent.16,قطوتي مغطاية بفرو لزج.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,cleft.21,منو اللي كان السماج الشجاع ينقذه في وسط البحر؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,BA.1,"يوم هي كانت في الحديقة، المزارعه بعدت الاطفال.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,cleft.28,شو اللي كان الولد الصغير يشتريه من الدكان العصر؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,fronting.52,منو كان المخرج الاجنبي يكلم عن الفلم اليديد؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
الريال يدلع نفسه؟,9,6,BVA.78,كل ريال غني يدلع نفسه بعد الشقى.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,NP.42,كل مربية مسؤولة تعاتب الأهل عشان العيال.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,yn.01,كان المذيع اللبق يسأل الحضور في الاذاعة الصباحية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,Control.46,"يوم أنا كنت في المستشفى، الدكتور عالج المريض.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,BVA.25,كل معلمة مرتبة تراجع نفسها بعد الحصص.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,BA.3,"يوم هو كان في الموقع، المهندس فحص التصنيع.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.01,أنثى الدياية يسمونها نجمة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
البيطري ما يفهم؟,7,6,fronting.68,منو كان البيطري الشاطر يعالج من مرضى العيادة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,6,RA.53,الطباخة المحترفة تاكل نفسها من الطبخة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
ميثا سخنت الحليب؟,9,6,congruent.46,ميثا سخنت مرضعة الحليب للبيبي.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,NP.55,كل بنت عطشانة تشرب البيبي من الكوب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,incongruent.18,مريم وزنت نفسها في ميزان الكواكب.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,6,RA.14,الدكتورة التجميل تراعي نفسها عشان التسويق.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,congruent.48,خالد خم الأرض بالمخمة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,BVA.71,كل رسامه معروفه ترسم نفسها عشان تنشهر.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,NP.52,كل ياهل صغير يأكل القطة في الحضانة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
الكاتب يترجم كتب؟,9,6,fronting.78,منو كان الكاتب المثقف يترجم من الكتاب العظماء؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,6,yn.74,كان الممرض المتوتر يراجع الحالات قبل شفته الياي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,Control.33,"يوم أنا كنت في الحديقة، الشغالة شلت اليهال.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,BVA.74,كل سواق حريص يراجع نفسه قبل الرحلة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
محمد يمدد عضلاته؟,7,6,incongruent.03,قبل لا يتمرن محمد دوم يمدد كلماته.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
الكواكب تدور حول الشمس؟,9,6,congruent.33,كل الكواكب تدور حول الشمس.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,BA.6,"يوم هو كان في العمليات، الدكتور غلط بالجهاز.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,RA.80,الصيدلاني المريض يعالج نفسه من الصيدلية.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
الحرمة تدور الخبز؟,7,6,yn.05,كانت الحرمة المستعيلة تدور العصير في الجمعية اليديده؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,Control.48,"يوم أنا كنت في المطار، الطيار لاقى المضيفة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,fronting.55,شو كانت الوزيرة المرشحة تقترح في خطابها الاخير؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,6,cleft.30,شو اللي كان المدرب العطشان يشربه في ملعب الكوره؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,BA.4,"يوم هي كانت في الصف، المعلمة هزبت الطلاب.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,cleft.27,منو اللي كانت الأم الحنونة تحضنه في المدرسة الابتدائية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,cleft.35,شو اللي كان التاجر النصاب يبيعه في السوق الخضرة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,congruent.37,"كل يوم اثنين، المزارع يقص العشب.",6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,6,NP.07,كل شخص خواف يقنع صديقه قبل التجربة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
المدير نظم الاجتماعات؟,9,6,BA.13,"يوم هو كان في المكتب، المدير نظم الاجتماعات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,congruent.52,حنفية الحمام قامت تسرب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
المعلم يهزب حد؟,9,6,cleft.40,منو اللي كان المعلم الشديد يهزبه في الصف الصبح؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,BVA.77,كل ممثلة صوتيه تسمع نفسها في الأفلام.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,Control.52,"يوم أنا كنت في العاصمة، الوزير قابل الرئيس.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,yn.02,كانت البنت المسطلة تزقر امها في مسيد المحطه؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,incongruent.22,الأولاد ساعدوا مهرة تلمع الحشيش.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,fronting.82,منو كانت الشاعره الحساسه توصف في الديوان المشهور؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
الطفل يأكل اللعبة؟,7,6,RA.26,الطفل الصغير يأكل نفسه في الحضانة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,fronting.59,شو كانت الطباخة المحبوبة تطبخ في البرنامج المباشر؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,6,RA.69,الأم المتوترة تحاسب نفسها على الحادث.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,BVA.66,كل رياضي متحمس يشجع نفسه في المباراة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.07,ساره جبتلها الكورنفلكس في البحر.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,yn.13,كان المغامر الخواف يسمع اصوات في البيت المسكون؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,BA.14,"يوم هي كانت في المسرح، الممثلة مثلت الدور.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
الممثلة عارضت المخرج؟,7,6,Control.37,"يوم أنا كنت في الموقع، الممثلة عارضت الكاتب.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,NP.47,كل طالبة مجتهدة تكافئ المدرسين بعد الامتحان.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,6,yn.20,كان الولد الشقي يكسر التلفزيون في غرفة الالعاب؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,Control.56,"يوم أنا كنت في المستشفى، الجراح كلم الممرضة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,congruent.56,البنت كانت ترسم لوحة جميلة في غرفتها.,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
المهندس يرقد؟,7,6,RA.84,المهندس الذكي يجهز نفسه قبل المشروع.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,BA.21,"يوم هو كان في المؤتمر، السفير القى كلمة.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,cleft.44,منو اللي كانت العميلة المزعجة تهزبه على خط الدوام؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,BA.22,"يوم هي كانت في الطيارة، المضيفة يابت الاكل.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,NP.12,كل أب غائب يلوم حرمته على الغياب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
المخرج فرنسي؟,9,6,fronting.64,شو كان المخرج الفرنسي يعرض في المجتمع العربي؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
الدكتورة تمتحن نفسها؟,7,6,NP.63,كل دكتورة جامعية تمتحن التلاميذ بعد المحاضرة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,incongruent.11,أحب صوص الكاكاو ويا الرئة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,6,BVA.50,كل رقاص متمرس يصور نفسه في التمارين.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,6,yn.10,كان الدريول اللاهي بيدعم الحاجز في زحمة الباركنات؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,congruent.41,هو رخى الربطة اللي حول رقبته.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,6,cleft.47,منو اللي كان الفنان الموهوب يرسمه في لحظة شهرته؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,Control.41,"يوم أنا كنت في المطبخ، الطباخة كلمت السواق.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,fronting.86,منو كانت الكوافيره المحترفه تتجاهل من الزباين المزعجين؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
,,6,RA.35,الطفلة المشاغبة تخفي نفسها من العقاب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.26,سيارات السباقات عطوهم العلم اللي فيه تراب.,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
المرشدة تصور نفسها؟,9,6,BVA.51,كل مرشدة سياحية تصور نفسها عند الآثار.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
الكهربجي يصلح شيء في المحل؟,9,6,cleft.29,شو اللي كان الكهربجي المتقن يصلحه في محل الالكترونيات؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,6,RA.21,الممثل المغرور مدح نفسه وقت العرض.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,incongruent.02,ميثا تفرش أسنانها بعد كل طاولة.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,6,Control.47,"يوم أنا كنت في الموقع، المهندس فحص الشغل.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,6,BA.2,"يوم هي كانت في المطبخ، الطباخة علمت المبتدأين.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,6,cleft.26,منو اللي كان المشجع المتحمس يشجعه في بطوله الرماية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
