order,taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
12,,,1,cleft.52,منو اللي كان المخرج الاجنبي يكلمه عن الفلم اليديد؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
13,,,1,BA.1,"يوم هي كانت في الحديقة، المزارعه بعدت الاطفال.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
14,,,1,cleft.68,منو اللي كان البيطري الشاطر يعالجه من مرضى العيادة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15,,,1,incongruent.46,ميثا سخنت مرضعة الحليب للنبتة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
16,,,1,NP.25,كل معلمة مرتبة تراجع طلابها بعد الحصص.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
17,أشترى عصير؟,7,1,yn.28,كان الولد الصغير يشتري حلاوة من الدكان العصر؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
18,,,1,Control.31,"يوم أنا كنت في المستشفى، الممرضة نصحت المريض.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
19,,,1,RA.42,المربية المسؤولة تعاتب نفسها عشان العيال.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
20,,,1,congruent.01,أنثى الدياية يسمونها دجاجة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
21,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,,1,congruent.02,ميثا تفرش أسنانها بعد كل وجبة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
23,,,1,yn.26,كان المشجع المتحمس يشجع ولده في بطولة الرماية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
24,,,1,fronting.03,شو كان الطالب الشاطر يذاكر في مكتبة الجامعة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
25,الممثل مدح نفسه؟,9,1,BVA.21,كل ممثل مغرور مدح نفسه وقت العرض.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
26,,,1,congruent.17,نيويورك مدينة وايد مزدحمة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
27,,,1,BA.5,"يوم هو كان في المكتب، المحاسب راجع الحسابات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28,,,1,yn.29,كان الكهربجي المتقن يصلح الليتات في محل الالكترونيات؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
29,,,1,BVA.75,كل محامية متوتره تراجع نفسها قبل الجلسة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
30,,,1,Control.32,"يوم أنا كنت في المدرسة، المعلمة علمت الأطفال.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
31,السواق يطمن المعيون؟,7,1,RA.82,السواق اليديد يطمن نفسه قبل الامتحان.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
32,,,1,NP.85,كل جراحة حريصة تجهز الممرضين قبل العملية.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
33,,,1,incongruent.47,حمد عبى القلم بالحليب.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
34,,,1,fronting.73,شو كانت المحامية الجريئه تعرض في جلسة المحمكه؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
35,المسبب يعاتب نفسه؟,7,1,NP.20,كل مسبب لحادث يعاتب غيره بعد الأذى.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
36,,,1,cleft.69,منو اللي كان الريال المحترم يحبها من بنات الجيران؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
37,,,1,BA.2,"يوم هي كانت في المطبخ، الطباخة علمت المبتدأين.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
38,,,1,Control.47,"يوم أنا كنت في الموقع، المهندس فحص الشغل.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
39,,,1,incongruent.32,"عقب العشاء، هم غسلوا الحديقة.",21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
40,,,1,RA.81,الدكتورة الكبيرة تعالج نفسها في المستشفى.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
41,الولد فاز؟,9,1,cleft.53,شو اللي كان الولد الصغير فايز في مسابقة الرسم؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
42,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,,1,cleft.78,منو اللي كان الكاتب المثقف يترجمه من الكتاب العظماء؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
44,,,1,BA.4,"يوم هي كانت في الصف، المعلمة هزبت الطلاب.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
45,,,1,cleft.55,شو اللي كانت الوزيرة المرشحة تقترحه في خطابها الاخير؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
46,,,1,fronting.74,شو كان الممرض المتوتر يراجع قبل شفته الياي؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
47,,,1,Control.48,"يوم أنا كنت في المطار، الطيار لاقى المضيفة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
48,البنت في المتوسط؟,7,1,yn.27,كانت الأم الحنونة تحضن بنتها في المدرسة الابتدائية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
49,,,1,RA.55,البنت العطشانة تشرب نفسها من الكوب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
50,,,1,BA.6,"يوم هو كان في العمليات، الدكتور غلط بالجهاز.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
51,محمد يتمدد قبل التمرين؟,9,1,congruent.03,قبل لا يتمرن محمد دوم يمدد عضلاته.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
52,الكواكب تدور حول القمر؟,7,1,incongruent.33,كل الكواكب تدور حول الرقم.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
53,,,1,BVA.80,كل صيدلاني مريض يعالج نفسه من الصيدلية.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
54,,,1,Control.33,"يوم أنا كنت في الحديقة، الشغالة شلت اليهال.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
55,,,1,yn.30,كان المدرب العطشان يشرب ماي في ملعب الكوره؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
56,الحرمه كانت مستعيله؟,9,1,fronting.05,شو كانت الحرمه المستعيله تدور في الجمعية اليديده؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
57,,,1,NP.71,كل رسامة معروفة ترسم المشاهير عشان تنشهر.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
58,,,1,BVA.14,كل دكتورة تجميل تراعي نفسها عشان التسويق.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
59,,,1,congruent.18,مريم وزنت نفسها في ميزان الحمام.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
60,,,1,RA.52,الطفل الصغير يأكل نفسه في الحضانة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
61,,,1,incongruent.48,خالد خم الأرض بالاجتماع.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
62,,,1,NP.74,كل سواق حريص يراجع الزبون قبل الرحلة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
63,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,,1,incongruent.34,سيف صب صوص على المرض.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
65,,,1,Control.49,"يوم أنا كنت في المحكمة، القاضي عاقب المجرم.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
66,,,1,cleft.79,منو اللي كانت الموظفة المكروفه تساعده في المشروع المتأخر؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
67,,,1,RA.30,المحاسبة الجديدة تعلم نفسها عشان التقييم.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
68,,,1,Control.34,"يوم أنا كنت في الطيارة، المضيفة ساعدت المسافرين.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
69,المدمن المتشافي يشل في خاطره؟,7,1,NP.33,كل مدمن متشافي يسامح المسبب عشان العلاج.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
70,,,1,BA.9,"يوم هو كان في المركز، الشرطي حقق القضية.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
71,,,1,congruent.19,عبدالله طاح وجرح ركبته.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
72,,,1,BVA.36,كل ممثلة مخلصه تجمل نفسها عشان الدور.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
73,,,1,NP.65,كل مديرة طموحة ترشح الحريم عشان المركز.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
74,,,1,fronting.75,شو كان المهندس المصاب شايل قبل الحادث الكبير؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
75,,,1,incongruent.49,هي لبست كعبها المختم.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
76,الكاتب يتحدى نفسه؟,9,1,BVA.72,كل كاتب محبوب يتحدا نفسه عشان النجاح.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
77,,,1,congruent.04,مروه مول ما تقدر تقول جذبة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
78,الساحرة كتبت الكتاب؟,9,1,cleft.56,شو اللي كانت الساحرة الشريرة تخططله في الكتاب المشوق؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
79,,,1,yn.33,كان المصور الفنان يصور مشهد على مسرح القاعة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
80,,,1,BA.7,"يوم هي كانت في المستشفى، الصيدلانية صرفت الادوية.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
81,,,1,yn.31,كانت المعلمة الذكية تقرأ دروسها فالمكتبه الهادية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
82,,,1,fronting.06,شو كانت الام المشغوله تطبخ في المطبخ الخارجي؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
83,الرياضي يريح قبل المسابقة؟,7,1,RA.09,الرياضي المهتم يجهز نفسه قبل المسابقة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
84,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,السكرتيرة اللي نظمت؟,9,1,Control.35,"يوم أنا كنت في المكتب، السكرتيرة نظمت المستندات.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
86,,,1,fronting.76,شو كان الجار اللطيف ماخذ من الجيران اليداد؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
87,,,1,BA.10,"يوم هو كان في الميناء، البحار جهز طراده.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
88,ربيعات ميثا ليتات؟,7,1,incongruent.35,شرينة كل ربيعاتها ليتات.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
89,,,1,cleft.80,منو اللي كانت البنت المتأخره تترياه عشان يخلص شغلة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
90,,,1,BVA.08,كل رسام محترف يعلم نفسه في الستوديو.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
91,,,1,RA.27,المتدرب الشغوف يعلم نفسه عشان الأختبار.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
92,,,1,congruent.20,هي مسمايه على أمها.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
93,,,1,BVA.31,كل مسافره متحمسه تجهز نفسها قبل السفر.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
94,,,1,yn.36,كان الولد الضايع يدور امه في المجمع الكبير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
95,,,1,RA.87,الممثلة القديرة تثقف نفسها من الأدوار.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
96,,,1,BA.8,"يوم هي كانت في العمليات، الممرضة ساعدت الدكتور.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
97,المدرس كان يحل؟,7,1,fronting.09,شو كان التلميذ المشغول يحل في قاعة المدرسة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
98,,,1,incongruent.50,هي بهرت الستيك بالفلفل الطاولة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
99,,,1,Control.50,"يوم أنا كنت في الشغل، السواق وصل الزبون.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
100,,,1,congruent.05,عبدالله كتب جزء من الكتاب.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
101,المؤتمر علمي؟,9,1,cleft.57,شو اللي كانت الدكتورة الجامعية تناقشه في المؤتمر العملي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
102,,,1,NP.11,كل أم مقصرة تسامح عيالها على التقصير.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
103,,,1,yn.32,كان الياهل الكسلان يشوف رسوم على تلفزيون الصالة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
104,,,1,NP.58,كل مغني مغرور يحب الجمهور في الاستعراض.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
105,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,,,1,NP.76,كل موسيقي حساس يسمع الفرقة في التسجيلات.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
107,,,1,fronting.77,شو كان المصور الطموح يصور عشان يطور الاستوديو؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
108,,,1,RA.86,الشيبة الحكيم يثقف نفسه من التجارب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
109,,,1,congruent.21,المساعد عبى السيارة بترول.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
110,الممرضه المبتدئة تتعلم من الدكاترة؟,7,1,NP.73,كل ممرضة مبتدئة تتحدى الدكاترة في الشغل.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
111,,,1,Control.36,"يوم أنا كنت في الاستديو، المذيعة حيت الجمهور.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
112,,,1,yn.34,كان الرسام المحترف يرسم لوحة على اليدران الجديمة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
113,الموظف الزهقان ‏يكافئ نفسه؟,9,1,BVA.46,كل موظف زهقان يكافئ نفسه بعد المشروع.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
114,,,1,Control.51,"يوم أنا كنت في المدرسة، الأخصائي عاقب الطلاب.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
115,,,1,BA.11,"يوم هو كان في الملعب، المدرب درب اللاعبين.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
116,,,1,BVA.61,كل مسجونه ندمانه تسامح نفسها بعد الخروج.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
117,,,1,incongruent.36,"يوم كانوا يلعبون الطائرة، محمد ضرب فلوسه.",23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
118,,,1,cleft.58,شو اللي كان العالم المعاصر يدرسه في جامعة الاسكندرية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
119,,,1,BA.12,"يوم هي كانت في المعرض، الرسامه عرضت اللوحات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
120,,,1,cleft.81,منو اللي كانت الصحفية العنيده تعارضه في المقال الصبح؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
121,,,1,RA.29,الرياضية المبتدئة تقنع نفسها قبل التمرين.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
122,,,1,yn.39,كان الزبون البخيل يكاسر الموظف في محل العطور؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
123,,,1,incongruent.51,السنة الدراسية بدت في الجسر.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
124,الشاب يوعان؟,7,1,fronting.12,شو كان الشاب الشبعان يتريا عند كاشير المطعم؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
125,كلنا فراخ؟,9,1,congruent.06,وقت الفلم كلنا فراخ بالزبدة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
126,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,,,1,NP.77,كل ممثلة صوتية تسمع الشخصية في الأفلام.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
128,المدير قابل الرئيس؟,7,1,Control.52,"يوم أنا كنت في العاصمة، الوزير قابل الرئيس.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
129,,,1,BA.13,"يوم هو كان في المكتب، المدير نظم الاجتماعات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
130,,,1,yn.35,كان التاجر النصاب يبيع فواكة في سوق الخضرة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
131,,,1,incongruent.37,"كل يوم اثنين، المزارع يقص المخزن.",22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
132,,,1,BVA.26,كل طفل صغير يأكل نفسه في الحضانة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
133,,,1,RA.47,الطالبة المجتهدة تكافئ نفسها بعد الامتحان.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
134,,,1,fronting.02,منو كانت البنت المسطله تزقر في مسيد المحطه؟ ,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
135,الجريء يقنع نفسه؟,7,1,RA.07,الشخص الخواف يقنع نفسه قبل التجربة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
136,,,1,fronting.13,شو كان المغامر الخواف يسمع في البيت المسكون؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
137,,,1,incongruent.52,حنفية الحمام قامت المكتبة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
138,,,1,yn.40,كان المعلم الشديد يهزب الطلاب في الصف الصبح؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
139,,,1,Control.37,"يوم أنا كنت في الموقع، الممثلة عارضت الكاتب.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
140,,,1,BVA.69,كل ام متوتره تحاسب نفسها على الحادث.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
141,الطباخة محبوبه؟,9,1,cleft.59,شو اللي كانت الطباخة المحبوبة تطبخه في البرنامج المباشر؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
142,,,1,congruent.22,الأولاد ساعدوا مهرة تلمع سيارتها.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
143,الممثلة كانت على المسرح؟,9,1,BA.14,"يوم هي كانت في المسرح، الممثلة مثلت الدور.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
144,,,1,NP.66,كل رياضي متحمس يشجع الفريق في المباراة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
145,,,1,congruent.07,ساره جبتلها الكورنفلكس في الملة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
146,,,1,cleft.82,منو اللي كانت الشاعره الحساسه توصفه في الديوان المشهور؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
147,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,,,1,fronting.04,منو كان الشخص المريض يتريا في المستشفى الصغيرة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
149,,,1,incongruent.38,الأبو قطع الديج الرومي بالشارع.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
150,الحرمة هادية؟,7,1,yn.37,كانت الحرمة اللغاية تألف سوالف في عزيمة الاهل؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
151,,,1,RA.10,المتسلق الخبير يحمي نفسه قبل التسلق.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
152,"الرسالة، رسالة حب؟",9,1,congruent.08,كتب لها رسالة حب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
153,,,1,BVA.68,كل مجرم مسجون يحاسب نفسه على الحكم.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
154,الطراد مر بصعوبة؟,7,1,incongruent.53,الطراد مر بسهولة تحت الساعة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
155,,,1,yn.41,كان الممثل المشهور ينافس زميله في الاوسكار الاخير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
156,,,1,BA.15,"يوم هو كان في المطار، الطيار تجهز للاقلاع.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
157,,,1,NP.67,كل مغنية مشهورة تشجع الفرقة قبل الاستعراض.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
158,,,1,cleft.83,منو اللي كانت المذيعه اللطيفه تكلمه على الراديو الصبح؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
159,الملاحظات أنكتبت؟,9,1,BA.16,"يوم هي كانت في الأجتماع، السكرتيره كتبت الملاحظات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
160,,,1,Control.38,"يوم أنا كنت في السوق، الخياطة كاسرت التاجر.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
161,,,1,congruent.23,الأسمدة تحسن جودة التربة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
162,,,1,BVA.59,كل حرمه شجاعة تحبب نفسها في المجتمع.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
163,,,1,fronting.14,شو كانت المستشاره المتسامحة تشرح في غرفة الاجتماع؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
164,,,1,RA.39,المديرة المهتمة تطمن نفسها بعد النجاح.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
165,,,1,cleft.60,شو اللي كان العامل الشيبة يبيعه في محله الصغير؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
166,,,1,NP.54,كل باريستا تعبان يشرب الزبائن من القهوة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
167,,,1,Control.53,"يوم أنا كنت في البيت، الكهربجي حاسب الابو.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
168,,,1,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
