order,taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
14,,,3,congruent.53,الطراد مر بسهولة تحت الجسر.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
15,,,3,BVA.10,كل متسلق خبير يحمي نفسه قبل التسلق.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
16,,,3,fronting.83,منو كانت المذيعه اللطيفه تكلم على الراديو الصبح؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
17,,,3,RA.54,الباريستا التعبان يشرب نفسه من القهوة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
18,,,3,cleft.41,منو اللي كان الممثل المشهور ينافسه في الاوسكار الاخير؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
19,,,3,NP.68,كل مجرم مسجون يحاسب المحامي على الحكم.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
20,,,3,Control.38,"يوم أنا كنت في السوق، الخياطة كاسرت التاجر.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
21,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,,3,Control.54,"يوم أنا كنت في المطعم، الشيف أكل الويتر.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
23,,,3,congruent.39,سعيد حط الدودة على الخطاف.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
24,,,3,incongruent.24,الأم أكلت المولود غاز.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
25,,,3,RA.05,الطالبة المجتهدة تعلم نفسها بعد الحصة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
26,,,3,yn.07,كان الريال المعضل يساعد المصابين في مكان الحادث؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
27,,,3,BA.19,"يوم هو كان في الطواري، الجراح انقذ الشيبه.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28,الزولية مساحتها صغيرة؟,7,3,incongruent.09,اشترى زولية مساحتها من الإيدار لين القمر.,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
29,,,3,NP.02,كل مجرم جريئ يهيئ شريكه قبل الجريمة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
30,,,3,cleft.38,منو اللي كانت العيوز العصبيه تهزءه في محل الملابس؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
31,,,3,BVA.38,كل ملكة مخلصة تلزم نفسها عشان الشعب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
32,كنت في البيت؟,9,3,Control.39,"يوم أنا كنت في البيت، الشغالة شافت الحرامي.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
33,,,3,BA.17,"يوم هي كانت في الحديقة، الشغالة لعبت الياهل.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
34,,,3,RA.64,المرشح الجاهز يرشح نفسه عشان الانتخابات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
35,,,3,fronting.61,شو كانت الام المرتبة تجهز في البيت اليديد؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
36,الممرضه رخصت المريض؟,7,3,NP.37,كل ممرضة مصابة تحبس مريضها في المستشفى.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
37,,,3,congruent.54,المدخن المهمل تسبب بحريقة في الغابة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
38,,,3,yn.15,كان الطالب الذكي يحل الامتحان في قاعة الامتحان؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
39,,,3,fronting.84,منو كانت الملكة العادلة تفضل من الوزراء الملكيين؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
40,,,3,BVA.56,كل مذيع شاطر يكلم نفسه قبل الأذاعة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
41,الشاعر يسولف في المهرجان؟,9,3,cleft.42,منو اللي كان الشاعر المعروف يرمسه في المهرجان الصيفي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
42,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,,3,BA.20,"يوم هو كان في البيت، الكهربجي صلح الليتات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
44,,,3,RA.49,الرياضية الأولومبية تشوف نفسها في الجريدة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
45,الأم يلست ويا عيالها؟,7,3,Control.40,"يوم أنا كنت في الحضانة، الأم ودعت اليهال.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
46,,,3,NP.03,كل ممثل شغوف يراجع مدربه قبل المسرحية.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
47,,,3,yn.08,كانت الياهل اليوعانة تتريا امها في المطعم الهندي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
48,,,3,BVA.23,كل مصوره مبدعه تدرب نفسها على الزوايا.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
49,,,3,fronting.63,شو كان الحكم المرتشي مغير في البطولة العالمية؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
50,حذفت أسمي؟,7,3,incongruent.10,ضفت اسمي في البيبي.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
51,,,3,cleft.43,منو اللي كان الشيبه الطيب يساعده في المسيد المغرب؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
52,,,3,Control.55,"يوم أنا كنت في المعمل، العالم علم المساعد.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
53,,,3,BVA.16,كل موظف ناجح يلزم نفسه على النجاح.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
54,,,3,incongruent.25,الطالب يقرأ بهدوء في الشنطة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
55,المصممه عرضت التصاميم في المعرض؟,9,3,BA.18,"يوم هي كانت في العرض، المصممه عرضت تصاميمها.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
56,,,3,yn.18,كانت الرسامة المبدعة ترسم خيل في المسابقة المدرسية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
57,,,3,NP.32,كل عالمة حريصة تحمي المشتركين قبل التجارب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
58,,,3,RA.48,الممثل المشهور يشوف نفسه في المسلسلات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
59,,,3,fronting.85,منو كانت المراسله المهمه تراسل من سكان القصر؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
60,,,3,congruent.40,هو اشتراهم من محل الحلويات.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
61,,,3,cleft.46,شو اللي كان المدير اليديد يباه في الاجتماع امس؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
62,المحاضرة مدتها المفترضه ساعة؟,9,3,congruent.55,المحاضرة مفروض تستمر حوالي ساعة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
63,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,الدكنورة تمتحن نفسها؟,9,3,BVA.63,كل دكتوره جامعية تمتحن نفسها بعد المحاضره.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
65,,,3,incongruent.26,سيارات السباقات عطوهم العلم اللي فيه تراب.,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
66,,,3,RA.51,المرشدة السياحية تصور نفسها عند الآثار.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
67,,,3,fronting.86,منو كانت الكوافيره المحترفه تتجاهل من الزباين المزعجين؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
68,,,3,Control.41,"يوم أنا كنت في المطبخ، الطباخة كلمت السواق.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
69,,,3,cleft.47,منو اللي كان الفنان الموهوب يرسمه في لحظة شهرته؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
70,,,3,congruent.41,هو رخى الربطة اللي حول رقبته.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
71,,,3,yn.10,كان الدريول اللاهي بيدعم الحاجز في زحمة الباركنات؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
72,,,3,BVA.12,كل اب غايب يلوم نفسه على الغياب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
73,,,3,incongruent.11,أحب صوص الكاكاو ويا الرئة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
74,الطفلة شاطرة؟,7,3,NP.35,كل طفلة مشاغبة تخفي ألعابها من العقاب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
75,المخرح فرنسي؟,9,3,fronting.64,شو كان المخرج الفرنسي يعرض في المجتمع العربي؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
76,,,3,NP.84,كل مهندس ذكي يجهز العمال قبل المشروع.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
77,,,3,BA.22,"يوم هي كانت في الطيارة، المضيفة يابت الاكل.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
78,,,3,cleft.44,منو اللي كانت العميلة المزعجة تهزبه على خط الدوام؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
79,,,3,BA.21,"يوم هو كان في المؤتمر، السفير القى كلمة.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
80,الرقاص ما يتمرن؟,7,3,RA.50,الرقاص المتمرس يصور نفسه في التمارين.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
81,,,3,congruent.56,البنت كانت ترسم لوحة جميلة في غرفتها.,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
82,,,3,Control.56,"يوم أنا كنت في المستشفى، الجراح كلم الممرضة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
83,,,3,yn.20,كان الولد الشقي يكسر التلفزيون في غرفة الالعاب؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
84,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,هو أرسل الرسالة؟,9,3,congruent.42,هو أرسل الرسالة بدون طابع.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
86,,,3,cleft.45,منو اللي كان المراهق الشيطان يضاربه في سكة الفريج؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
87,,,3,congruent.57,الولد اشترى آيس كريم من البقالة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
88,,,3,BVA.43,كل صحفية تتنافس تمدح نفسها عشان الفوز.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
89,الموظف بيترقى؟,7,3,yn.11,كان المدير القاسي بيفنش الموظف في اجتماع الدوام؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
90,,,3,RA.17,الطالب المتوتر يطمن نفسه بعد الدراسة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
91,كنت في البيت؟,7,3,Control.57,"يوم أنا كنت في المكتب، المحامي حضر المتهم.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
92,,,3,NP.34,كل محامية مهملة تلوم العميل على الخسارة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
93,,,3,yn.22,كان التاجر الغني يشتري ذهب من سوق الذهب؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
94,,,3,Control.42,"يوم أنا كنت في الصالون، الكوافيرة جهزت الزبونة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
95,,,3,fronting.87,منو كان المحاسب المشغول يوظف عشان يخفف الضغط؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
96,,,3,RA.57,الوزيرة اليديدة تكلم نفسها قبل الخطاب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
97,,,3,fronting.65,شو كان الطباخ المهمل مسوي عشان يتفنش فجأه؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
98,,,3,incongruent.12,طلبت سندويشة بيض وليت.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
99,,,3,BA.23,"يوم هو كان في السجن، الحارس زخ الشاردين.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
100,,,3,NP.90,كل غواص خبير يأمن التلاميذ من الخطر.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
101,,,3,incongruent.27,السفينة اختفت بين كثافة التربة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
102,,,3,cleft.48,منو اللي كان المذيع السياسي ينتقده في المقابله الاخيره؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
103,المنظمة جهزت الزينة؟,9,3,BA.25,"يوم هي كانت في القاعة، المنظمة جهزت الزينة.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
104,,,3,BVA.06,كل ممرض منتبه ينظف نفسه بين الشفتات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
105,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,,,3,congruent.43,جوتيها اليديد كان كبير حجمه.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
107,,,3,yn.16,كانت الممرضة الطيبة تساعد العيوز في غرفة الطواري؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
108,,,3,RA.83,المريضة المتوترة تطمن نفسها بعد العلاج.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
109,,,3,cleft.54,منو اللي كانت البطلة الشجاعة تحاربه في اخر رواية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
110,,,3,Control.43,"يوم أنا كنت في البيت، الممرضة ساعدت الأم.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
111,,,3,congruent.58,الشتاء كان وايد قاسي هالسنة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
112,المدرب مرن المتسابقين؟,9,3,BA.24,"يوم هو كان في الجم، المدرب مرن المتسابقين.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
113,,,3,BVA.88,كل مدرس مضغوط يهدي نفسه بعد الإمتحانات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
114,,,3,incongruent.13,سالم طلب برجر وبطاط أوراق.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
115,,,3,Control.58,"يوم أنا كنت في الورشة، النجار درب المساعد.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
116,,,3,BVA.28,كل رسامه مبهره تنظف نفسها بعد الرسم.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
117,,,3,fronting.67,شو كانت الخياطة الشاطرة تطرز حق العروسه الجميلة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
118,,,3,NP.62,كل موظف مركز ينتقد الفريق بعد المشروع.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
119,,,3,BA.28,"يوم هي كانت في الاستوديو، المذيعه نشرة الأخبار.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
120,الخياطة تدرب المحترفين؟,7,3,NP.89,كل خياطة معروفة تدرب المبتدئين على التطريز.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
121,,,3,cleft.49,منو اللي كان الاب الفخور يشجعه في مباراة الكورة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
122,,,3,incongruent.28,الولد الصغير شات السيارة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
123,اليد حنون؟,9,3,fronting.88,منو كان اليد الحنون يحضن عشان يوقف صياح؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
124,,,3,RA.15,المريض المعدي يحبس نفسه في الحجر.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
125,الطباخ يجهز الريوق؟,7,3,yn.23,كان الطباخ المحترف يجهز العشاء في مطبخ المطعم؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
126,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,أنا كنت على المركب؟,9,3,Control.59,"يوم أنا كنت على المركب، القبطان شجع الطاقم.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
128,,,3,NP.79,كل عروسة يديدة تدلع المعرس قبل العرس.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
129,,,3,congruent.59,طلعتهم اختربت من المطر.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
130,,,3,Control.44,"يوم أنا كنت في الورشة، الرسامة نقدت الفنان.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
131,الباريستا يدرب نفسه بعد الافتتاح؟,7,3,RA.01,الباريستا المحترف يدرب نفسه قبل الافتتاح.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
132,,,3,BA.29,"يوم هي كانت في المشغل، الخياطه جهزت المخور.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
133,,,3,yn.17,كانت البنت النشيطة تلحق ربيعتها في حديقة الفريج؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
134,,,3,NP.13,كل مجرم سفاح يخفي ضحيته من المباحث.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
135,,,3,fronting.89,منو كان الجراح الخبير يعالج من الفريق المحلي؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
136,,,3,RA.44,المحامية الشغوفة تطور نفسها مع القضايا.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
137,اللاعبة تعبانة؟,9,3,cleft.62,منو اللي كانت اللاعبة التعبانة تنافسه في المباراة الاخيرة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
138,,,3,BA.26,"يوم هو كان في الاستوديو، المنتج ضبط المشهد.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
139,ميرة كملت رقاد؟,7,3,incongruent.14,ميره نشت بعد ما يتها زولية.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
140,,,3,fronting.70,شو كانت المريضة اليوعانه تاكل عشان تتحسن حالتها؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
141,,,3,BVA.40,كل مستشاره متعمقة تهلك نفسها عشان العميل.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
142,,,3,yn.24,كان المغني المشهور يغني موال في الحفلة الليلة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
143,,,3,incongruent.29,هم ربوا الغنم في الحلم.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
144,,,3,cleft.50,منو اللي كان السباح المتحمس ينافسه في البطولة الافريقية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
145,,,3,BVA.18,كل مدير مهموم يهلك نفسه في الدوام.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
146,,,3,congruent.44,أنا بالعادة أدخن سجائر المنثول.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
147,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,,,3,Control.60,"يوم أنا كنت في القسم، الضابط حيا النقيب.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
149,الدكتور فاضي؟,7,3,yn.25,كان الدكتور المشغول يعالج طفلة في عيادة العظام؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
150,,,3,NP.04,كل مبرمج شغوف يطور طلابه في البرمجة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
151,,,3,BA.27,"يوم هو كان في المصنع، النجار صنع طاولة.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
152,الولد غلطان؟,9,3,BVA.60,كل ولد غلطان يسامح نفسه بعد العقاب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
153,,,3,fronting.90,منو كان الحرامي المسجون يسرقه من سكان المجمع؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
154,,,3,yn.19,كانت الحرمة العيوز تتريا ولدها في العيادة المزدحمة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
155,,,3,incongruent.15,الدراجات يقدرون يطلعون أصوات فرو.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
156,التقييم يسبب أنخفاض في المستوى؟,7,3,RA.22,الطباخ المحترف يطور نفسه بعد التقييم.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
157,,,3,congruent.45,يعتبر شي نحس إنك تمشي تحت السلم.,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
158,,,3,BVA.24,كل مغنية مشهوره تهيء نفسها قبل الحفل.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
159,,,3,cleft.51,شو اللي كانت الطالبة المجتهده تذاكره من المواد الصعبة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
160,,,3,RA.41,المسؤولة المهتمة تعاتب نفسها بعد الفشل.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
161,المترجمة ترجمت الوثائق؟,9,3,BA.30,"يوم هي كانت في المكتب، المترجمة ترجمت الوثائق.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
162,,,3,fronting.71,شو كانت الحرمه المستعيله ناسيه في البيت فوق؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
163,,,3,incongruent.30,"أمس، هم تجديفوا في المكينة.",21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
164,,,3,Control.45,"يوم أنا كنت في الكنيسة، الراهبة كلمت البابا.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
165,,,3,congruent.60,هم سخنوا الحوض بالطاقة الشمسية.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
166,,,3,cleft.66,منو اللي كان البلوقر الغيور فاضحنه في البوست الطويل؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
167,,,3,NP.45,كل مسلم ملتزم يذكر ربيعه في الصلاة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
168,,,3,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
