order,taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
25,,,4,yn.39,كان الزبون البخيل يكاسر الموظف في محل العطور؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
26,,,4,RA.76,الموسيقي الحساس يسمع نفسه في التسجيلات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
27,,,4,cleft.81,منو اللي كانت الصحفية العنيده تعارضه في المقال الصبح؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
28,,,4,BA.51,"يوم هو كان في المدرسة، الأخصائي عاقب الطلاب.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
29,,,4,cleft.58,شو اللي كان العالم المعاصر يدرسه في جامعة الاسكندرية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30,,,4,incongruent.36,"يوم كانوا يلعبون الطائرة، محمد ضرب فلوسه.",23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
31,,,4,BVA.86,كل شيبه حكيم يثقف نفسه من التجارب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
32,,,4,BA.36,"يوم هي كانت في الاستديو، المذيعة حيت الجمهور.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
33,,,4,Control.12,"يوم أنا كنت في المعرض، الرسامة عرضت اللوحات.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
34,الرياضية تقنع نفسها؟,9,4,BVA.29,كل رياضيه مبتدأه تقنع نفسها قبل التمرين.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
35,,,4,yn.34,كان الرسام المحترف يرسم لوحة على اليدران الجديمة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
36,,,4,Control.11,"يوم أنا كنت في الملعب، المدرب درب اللاعبين.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
37,المسجونة شاله بخاطرها؟,7,4,NP.61,كل مسجونة ندمانة تسامح القاضي بعد الخروج.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
38,,,4,congruent.21,المساعد عبى السيارة بترول.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
39,,,4,RA.73,الممرضة المبتدئة تتحدى نفسها في الشغل.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
40,,,4,fronting.77,شو كان المصور الطموح يصور عشان يطور الاستوديو؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
41,,,4,NP.46,كل موظف زهقان يكافئ المساعدين بعد المشروع.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
42,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,,4,NP.31,كل مسافرة متحمسة تجهز أهلها قبل السفر.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
44,,,4,yn.32,كان الياهل الكسلان يشوف رسوم على تلفزيون الصالة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
45,,,4,NP.08,كل رسام محترف يعلم المبتدأين في الستوديو.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
46,الدكتورة في المؤتمر العلمي؟,9,4,cleft.57,شو اللي كانت الدكتورة الجامعية تناقشه في المؤتمر العملي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47,,,4,congruent.05,عبدالله كتب جزء من الكتاب.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
48,,,4,Control.8,"يوم أنا كنت في العمليات، الممرضة ساعدت الدكتور.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
49,,,4,incongruent.50,هي بهرت الستيك بالفلفل الطاولة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
50,التلميذ راقد؟,7,4,fronting.09,شو كان التلميذ المشغول يحل في قاعة المدرسة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
51,,,4,BA.50,"يوم هو كان في الشغل، السواق وصل الزبون.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
52,,,4,RA.11,الأم المقصرة تسامح نفسها على التقصير.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
53,,,4,yn.36,كان الولد الضايع يدور امه في المجمع الكبير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
54,,,4,BVA.27,كل متدرب شغوف يعلم نفسه عشان الأختبار.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
55,,,4,congruent.20,هي مسمايه على أمها.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
56,,,4,RA.58,المغني المغرور يحب نفسه في الاستعراض.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
57,,,4,BVA.87,كل ممثلة قديرة تثقف نفسها من الأدوار.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
58,,,4,cleft.80,منو اللي كانت البنت المتأخره تترياه عشان يخلص شغلة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
59,شرينة ربيعتها سارة؟,7,4,incongruent.35,شرينة كل ربيعاتها ليتات.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
60,,,4,BA.35,"يوم هي كانت في المكتب، السكرتيرة نظمت المستندات.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
61,,,4,fronting.76,شو كان الجار اللطيف ماخذ من الجيران اليداد؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
62,البحار جهز طراده؟,9,4,Control.10,"يوم أنا كنت في الميناء، البحار جهز طراده.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
63,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,المديرة ترشح نفسها للمعرض؟,7,4,RA.65,المديرة الطموحة ترشح نفسها عشان المركز.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
65,,,4,fronting.06,شو كانت الام المشغوله تطبخ في المطبخ الخارجي؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
66,,,4,yn.31,كانت المعلمة الذكية تقرأ دروسها فالمكتبه الهادية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
67,,,4,BA.34,"يوم هي كانت الطيارة، المضيفة ساعدت المسافرين.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
68,,,4,yn.33,كان المصور الفنان يصور مشهد على مسرح القاعة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
69,الساحرة تخطط للكتاب؟,9,4,cleft.56,شو اللي كانت الساحرة الشريرة تخططله في الكتاب المشوق؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
70,,,4,congruent.04,مروه مول ما تقدر تقول جذبة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
71,المحاسبة تتعلم للتقييم؟,9,4,BVA.30,كل محاسبه يديده تعلم نفسها عشان التقييم.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
72,,,4,incongruent.49,هي لبست كعبها المختم.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
73,,,4,fronting.75,شو كان المهندس المصاب شايل قبل الحادث الكبير؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
74,,,4,NP.36,كل ممثلة مخلصة تجمل الشخصية عشان الدور.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
75,,,4,BVA.09,كل رياضي مهتم يجهز نفسه قبل المسابقة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
76,,,4,congruent.19,عبدالله طاح وجرح ركبته.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
77,,,4,BA.49,"يوم هو كان في المحكمة، القاضي عاقب المجرم.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
78,الكاتب مهتم الشخصيات؟,7,4,NP.72,كل كاتب محبوب يتحدى الشخصيات عشان النجاح.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
79,,,4,Control.7,"يوم أنا كنت في المستشفى، الصيدلانية صرفت الأدوية.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
80,,,4,RA.33,المدمن المتشافي يسامح نفسه عشان العلاج.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
81,,,4,cleft.79,منو اللي كانت الموظفة المكروفه تساعده في المشروع المتأخر؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
82,,,4,Control.9,"يوم أنا كنت في المركز، الشرطي حقق القضية.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
83,,,4,incongruent.34,سيف صب صوص على المرض.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
84,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,,,4,NP.14,كل دكتورة تجميل تراعي مرضاها عشان التسويق.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
86,,,4,incongruent.48,خالد خم الأرض بالاجتماع.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
87,,,4,RA.71,الرسامة المعروفة ترسم نفسها عشان تنشهر.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
88,,,4,congruent.18,مريم وزنت نفسها في ميزان الحمام.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
89,,,4,BVA.55,كل بنت عطشانه تشرب نفسها من الكوب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
90,,,4,NP.80,كل صيدلي مريض يعالج المرضى من الصيدلية.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
91,الممرض متوتر؟,9,4,fronting.74,شو كان الممرض المتوتر يراجع قبل شفته الياي؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
92,,,4,yn.27,كانت الأم الحنونة تحضن بنتها في المدرسة الابتدائية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
93,,,4,Control.4,"يوم أنا كنت في الصف، المعلمة هزبت الطلاب.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
94,,,4,BVA.52,كل طفل صغير يأكل نفسه في الحضانة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
95,الكواكب ثابته؟,7,4,incongruent.33,كل الكواكب تدور حول الرقم.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
96,محمد مدد عضلاته؟,9,4,congruent.03,قبل لا يتمرن محمد دوم يمدد عضلاته.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
97,,,4,BA.48,"يوم هو كان في المطار، الطيار لاقى المضيفة.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
98,,,4,RA.74,السواق الحريص يراجع نفسه قبل الرحلة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
99,المدرب في الجم؟,7,4,yn.30,كان المدرب العطشان يشرب ماي في ملعب الكوره؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
100,,,4,Control.6,"يوم أنا كنت في العمليات، الدكتور غلط بالجهاز.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
101,,,4,fronting.05,شو كانت الحرمه المستعيله تدور في الجمعية اليديده؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
102,,,4,cleft.55,شو اللي كانت الوزيرة المرشحة تقترحه في خطابها الاخير؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
103,,,4,BA.33,"يوم هي كانت في الحديقة، الشغالة شلت اليهال.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
104,,,4,cleft.78,منو اللي كان الكاتب المثقف يترجمله من الكتاب العظماء؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
105,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,الولد فايز في المسابقة؟,9,4,cleft.53,شو اللي كان الولد الصغير فايز في مسابقة الرسم؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
107,,,4,RA.20,المسبب للحادث يعاتب نفسه بعد الاذى.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
108,,,4,incongruent.32,"عقب العشاء، هم غسلوا الحديقة.",21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
109,,,4,Control.5,"يوم أنا كنت في المكتب، المحاسب راجع الحسابات.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
110,,,4,BA.32,"يوم هي كانت في المدرسة، المعلمج علمت الاطفال.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
111,,,4,cleft.69,منو اللي كان الريال المحترم يحبها من بنات الجيران؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
112,المحامية كانت تتغدا قبل الجلسة؟,7,4,NP.75,كل محامية متوترة تراجع المتهم قبل الجلسة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
113,,,4,fronting.03,شو كان الطالب الشاطر يذاكر في مكتبة الجامعة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
114,,,4,incongruent.47,حمد عبى القلم بالحليب.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
115,,,4,NP.21,كل ممثل مغرور مدح المخرج وقت العرض.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
116,الجراحة تتتابع مسلسل قبل العملية؟,7,4,RA.85,الجراحة الحريصة تجهز نفسها قبل العملية.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
117,,,4,Control.2,"يوم أنا كنت في المطبخ، الطباخة علمت المبتدأين.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
118,,,4,BVA.81,كل دكتورة كبيرة تعالج نفسها في المستشفى.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
119,,,4,yn.26,كان المشجع المتحمس يشجع ولده في بطولة الرماية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
120,,,4,BA.47,"يوم هو كان في الموقع، المهندس فحص الشغل.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
121,,,4,congruent.17,نيويورك مدينة وايد مزدحمة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
122,السواق اليديد يطمن نفسه؟,9,4,BVA.82,كل سواق يديد يطمن نفسه قبل الأمتحان.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
123,,,4,fronting.73,شو كانت المحامية الجريئه تعرض في جلسة المحمكه؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
124,,,4,yn.29,كان الكهربجي المتقن يصلح الليتات في محل الالكترونيات؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
125,,,4,congruent.02,ميثا تفرش أسنانها بعد كل وجبة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
126,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,,,4,congruent.01,أنثى الدياية يسمونها دجاجة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
128,,,4,RA.78,الريال الغني يدلع نفسه بعد الشقى.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
129,,,4,Control.1,"يوم أنا كنت في الحديقة، المزارعة بعدت الأطفال.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
130,السماج غرق ربيعه؟,7,4,yn.21,كان السماج الشجاع ينقذ ربيعة في وسط البحر؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
131,,,4,NP.70,كل ولد صغير يرسم أمه في الشخابيط.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
132,,,4,incongruent.46,ميثا سخنت مرضعة الحليب للنبتة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
133,,,4,cleft.68,منو اللي كان البيطري الشاطر يعالجه من مرضى العيادة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
134,,,4,BA.31,"يوم هي كانت في المستشفى، الممرضة نصحت المريض.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
135,,,4,cleft.52,منو اللي كان المخرج الاجنبي يكلمه عن الفلم اليديد؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
136,,,4,fronting.01,شو كان المذيع اللبق يسأل في الاذاعة الصباحية؟ ,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
137,الدكتور المخطء يعاتب نفسه؟,9,4,BVA.19,كل دكتور يخطء يعاتب نفسه بعد العمليات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
138,,,4,NP.53,كل طباخة محترفة تأكل المساعد من الطبخة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
139,,,4,yn.28,كان الولد الصغير يشتري حلاوة من الدكان العصر؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
140,,,4,Control.3,"يوم أنا كنت في الموقع، المهندس فحص التصنيع.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
141,,,4,BVA.42,كل مربية مسؤوله تعاتب نفسها عشان العيال.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
142,,,4,BA.46,"يوم هو كان في المستشفى، الدكتور عالج المريض.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
143,,,4,incongruent.31,"عقب ما انسرقوا، الضحية اتصلت بالميل.",22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
144,المعلمة تهزب الطلاب في الطابور؟,7,4,fronting.72,شو كانت المعلمة البشوشه تغني في طابور الصباح؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
145,,,4,RA.25,المعلمة المرتبة تراجع نفسها بعد الحصص.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
146,القطوة فروها أبيض؟,9,4,congruent.16,قطوتي مغطاية بفرو أبيض.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
147,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,,,4,NP.45,كل مسلم ملتزم يذكر ربيعه في الصلاة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
149,,,4,cleft.90,منو اللي كان الحرامي المسجون سارقنه من سكان المجمع؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
150,,,4,congruent.30,"أمس، هم تجديفوا في النهر.",5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
151,,,4,Control.30,"يوم أنا كنت في المكتب، المترجمة ترجمت الوثائق.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
152,,,4,incongruent.60,هم سخنوا الحوض بالطاقة الفلفل.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
153,,,4,fronting.25,شو كان الدكتور المشغول يعالج في عيادة العظام؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
154,الراهبة كلمت البابا؟,9,4,BA.45,"يوم هي كانت في الكنيسة، الراهبة كلمت البابا.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
155,,,4,RA.41,المسؤولة المهتمة تعاتب نفسها بعد الفشل.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
156,,,4,cleft.71,شو اللي كانت الحرمه المستعيله ناسيه في البيت فوق؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
157,,,4,BVA.24,كل مغنية مشهوره تهيء نفسها قبل الحفل.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
158,,,4,congruent.15,الدراجات يقدرون يطلعون أصوات عالية.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
159,الطباخ تحسن بعد التقييم؟,7,4,RA.22,الطباخ المحترف يطور نفسه بعد التقييم.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
160,,,4,incongruent.45,يعتبر شي نحس إنك تمشي تحت السفينة.,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
161,,,4,yn.66,كان البلوقر الغيور فاضح أمل في البوست الطويل؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
162,,,4,fronting.19,منو كانت الحرمة العيوز تتريا في العيادة المزدحمة؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
163,الولد يسامح نفسه؟,9,4,BVA.60,كل ولد غلطان يسامح نفسه بعد العقاب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
164,,,4,BA.60,"يوم هو كان في القسم، الضابط حيا النقيب.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
165,,,4,NP.04,كل مبرمج شغوف يطور طلابه في البرمجة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
166,الطالبة تذاكر مادة صعبة؟,7,4,yn.51,كانت الطالبة المجتهدة تذاكر الأسهل بين المواد الصعبة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
167,,,4,Control.27,"يوم أنا كنت في المصنع، النجار صنع طاولة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
168,,,4,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
