taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
妈妈做饭吗？,9,4,condition4.04,那个 妈妈 做饭 的时候 说 食堂师傅 炒了 金黄的 鸡蛋。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,4,insitu.49,丹尼 想知道 那个 网游的 美术 丢了 什么 给 软件的 码农。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
主持说自己用了很少的感情吗？,7,4,RA.34,那个 主持 念词 的时候 说 自己 用了 很深的 感情。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,incongruent.34,布莱恩 在 他的 牛排上 倒了 汽油。,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,4,BVA.109,每个 园丁 浇花 的时候 都 说 自己 买了 陶瓷的 水壶。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,thehell.64,汉娜 想知道 那个 寺院的 小李 到底 捐了 什么 给 车站的 露娜。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,condition3.19,每个 演员 表演 的时候 都 说 舞台监督 上了 神圣的 舞台。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,BVA.49,每个 士兵 打仗 的时候 都 说 自己 做了 可怕的 噩梦。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,thehell.19,卡尔 想知道 那个 公司的 顾问 到底 还了 什么 给 员工的 客户。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,condition4.64,那个 球员 输球 的时候 说 球队教练 差了 些许的 运气。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,4,yesno.34,亚当 想知道 那个 网店的 店主 送了 那台 空调 给 广告的 专家 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,congruent.49,她 穿上了 她的 高跟鞋。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,yesno.79,雪莉 想知道 那个 长沙的 导演 寄了 那张 海报 给 重庆的 演员 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
贝蒂学不会睡觉吗？,9,4,incongruent.04,贝蒂 永远 学不会 睡觉。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,condition3.79,每个 司仪 主持 的时候 都 说 新婚夫妇 找了 最好的 会场。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
雷伊摔倒后坐在了沙发上吗？,7,4,congruent.19,雷伊 摔倒后 坐在了 地上。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,insitu.04,老李 想知道 那个 学校的 老师 教了 什么 给 老范的 学生。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,RA.94,那个 养父 做饭 的时候 说 自己 学了 全新的 菜谱。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
教练说自己给了足够的帮助吗？,9,4,BVA.48,每个 教练 训练 的时候 都 说 自己 给了 足够的 帮助。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,congruent.48,约翰 用 扫帚 打扫了 房间。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,4,condition4.63,那个 演员 签字 的时候 说 足球队员 练了 潇洒的 签名。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
木匠是学院的木匠吗？,7,4,yesno.33,琳达 想知道 那个 工厂的 木匠 借了 那个 键盘 给 外科的 医生 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,RA.33,那个 收银 逛街 的时候 说 自己 闯了 不少的 红灯。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,insitu.48,丽萨 想知道 那个 化工的 企业 捐了 什么 给 郊区的 工人。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,incongruent.33,地球的 公转 围绕着 水星。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
果园有果农吗？,9,4,thehell.18,塞斯 想知道 那个 果园的 果农 到底 带了 什么 给 女婿的 父亲。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,incongruent.03,训练前 杰克 总是 拉伸 他的 语言。,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,4,condition3.78,每个 美工 作画 的时候 都 说 动物学家 找了 可靠的 参考。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,congruent.18,小王 站上了 洗手间 的 体重秤。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,4,RA.93,那个 公主 换装 的时候 说 自己 买了 可爱的 洋服。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,thehell.63,罗莎 想知道 那个 市场的 托尼 到底 发了 什么 给 警局的 哈维。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,condition3.18,每个 顾问 咨询 的时候 都 说 项目专员 画了 清晰的 图表。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,yesno.78,米奇 想知道 那个 浙江的 厨师 教了 那个 动作 给 武汉的 警卫 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,condition4.03,那个 员工 吃饭 的时候 说 分部经理 吃了 美味的 炒面。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
保安是银行的保安吗？,7,4,insitu.03,乔治 想知道 那个 酒店的 保安 退了 什么 给 老家的 商家。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,BVA.108,每个 兽医 诊治 的时候 都 说 自己 见了 众多的 病人。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,condition3.17,每个 农民 耕种 的时候 都 说 村委书记 打了 甘甜的 井水。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,incongruent.02,我 喝咖啡 的时候 会 加 糖 和 袜子。,24,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
公司的老板带了什么给小明的妹妹吗？,7,4,insitu.02,玛丽 想知道 那个 公司的 老板 带了 什么 给 小明的 弟弟。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,condition3.77,每个 游客 坐车 的时候 都 说 团队导游 看了 壮丽的 风景。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,yesno.32,艾比 想知道 那个 诊所的 大夫 喂了 那块 面包 给 教堂的 牧师 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,RA.32,那个 教练 开课 的时候 说 自己 举了 沉重的 哑铃。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,incongruent.32,晚餐后 他们 洗了 火。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
行政总厨买了丑陋的围裙吗？,7,4,condition4.02,那个 厨师 上班 的时候 说 行政总厨 买了 好看的 围裙。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,4,yesno.77,麦克 想知道 那个 山东的 老板 退了 那箱 鱼干 给 舟山的 渔夫 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,RA.92,那个 地主 交易 的时候 说 自己 做了 提前的 计算。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,congruent.47,约翰 给 钢笔 灌了 墨水。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
主播说自己收了昂贵的礼物吗？,9,4,BVA.47,每个 主播 下播 的时候 都 说 自己 收了 昂贵的 礼物。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,thehell.62,科尔 想知道 那个 花店的 花匠 到底 教了 什么 给 码头的 保安。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
纽约是一座忙碌的城市吗？,9,4,congruent.17,纽约 是 一座 忙碌 的 城市。,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,4,condition4.62,那个 渔夫 捕鱼 的时候 说 养殖专家 撒了 结实的 渔网。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,4,thehell.17,裘德 想知道 那个 酒庄的 农民 到底 分了 什么 给 酒店的 游客。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,BVA.107,每个 邮差 送信 的时候 都 说 自己 开了 全新的 摩托。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,insitu.47,苏珊 想知道 那个 银行的 高管 发了 什么 给 明星的 经纪。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,4,condition4.61,那个 修女 朝拜 的时候 说 宗教信徒 走了 很长的 距离。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,4,congruent.46,乔安 泡了 给 宝宝 的 奶粉。,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
花匠训练吗？,9,4,condition3.16,每个 花匠 训练 的时候 都 说 花店老板 剪了 无数的 花瓣。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,incongruent.01,一只 会下蛋的 鸡 叫做 大象。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
数学老师吃的是梨吗？,7,4,condition4.01,那个 学生 下课 的时候 说 数学老师 吃了 好吃的 苹果。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,4,yesno.31,朱莉 想知道 那个 法官的 保姆 卖了 那支 口红 给 超市的 收银 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,incongruent.31,那个 受害者 在 被抢劫 之后 去了 宇航局。,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
,,4,thehell.61,伊森 想知道 那个 诊所的 专家 到底 退了 什么 给 海边的 渔夫。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,congruent.16,我的 猫 浑身 都是 白色 的 毛发。,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
,,4,RA.91,那个 财阀 调查 的时候 说 自己 有了 制胜的 证据。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
小王有妈妈吗？,9,4,insitu.01,约翰 想知道 那个 学校的 员工 寄了 什么 给 小王的 妈妈。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,condition3.76,每个 商人 交易 的时候 都 说 税务顾问 做了 果断的 决策。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,yesno.76,鲍勃 想知道 那个 面馆的 师傅 带了 那包 辣椒 给 教堂的 修女 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,BVA.106,每个 军官 演讲 的时候 都 说 自己 受了 严格的 训练。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,insitu.46,大卫 想知道 那个 杂志的 编辑 教了 什么 给 报社的 记者。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
店主算的是晚饭的价格吗？,7,4,RA.31,那个 店主 开店 的时候 说 自己 算了 盈利的 价格。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,thehell.16,凯特 想知道 那个 机场的 保洁 到底 读了 什么 给 乘客的 女儿。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,BVA.46,每个 裁判 比赛 的时候 都 说 自己 做了 正确的 判罚。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
摩托车发出的是响声吗？,7,4,incongruent.15,摩托车 会 发出 很多 毛发。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,4,yesno.45,杰克 想知道 那个 化学的 博士 退了 那副 手套 给 网店的 专员 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,RA.45,那个 高管 炒股 的时候 说 自己 买了 最好的 股票。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,yesno.90,杰瑞 想知道 那个 医院的 医生 买了 那张 地毯 给 公寓的 邻居 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
他们昨天去划船了吗？,9,4,congruent.30,他们 昨天 去 划了 船。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,4,thehell.75,阿秋 想知道 那个 街区的 居民 到底 分了 什么 给 站点的 小猫。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
木匠说设计老师用了合适的工具吗？,9,4,condition3.30,每个 木匠 做工 的时候 都 说 设计老师 用了 合适的 工具。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,insitu.60,保罗 想知道 那个 球队的 球员 带了 什么 给 学院的 画家。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,BVA.120,每个 机务 检修 的时候 都 说 自己 装了 足够的 燃油。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,thehell.30,贝尔 想知道 那个 面包的 师傅 到底 买了 什么 给 警局的 侦探。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
作家说的是创意总监用了钢笔吗？,7,4,condition4.15,那个 作家 出书 的时候 说 执行编辑 用了 精致的 钢笔。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,4,congruent.60,他们 用 太阳能 加热了 壁炉。,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,4,BVA.60,每个 僧侣 祷告 的时候 都 说 自己 拜了 庄严的 佛像。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,condition4.75,那个 会长 聚会 的时候 说 总裁秘书 喝了 醇厚的 白酒。,72,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,4,incongruent.45,路上 看见 黑猫 会 带来 拖拉机。,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,4,RA.105,那个 技师 修脚 的时候 说 自己 听了 劲爆的 八卦。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,condition3.90,每个 律师 出庭 的时候 都 说 控方证人 做了 充分的 准备。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,insitu.15,露丝 想知道 那个 剧场的 导演 还了 什么 给 舞剧的 演员。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
凯伦喝汽水了吗？,7,4,incongruent.14,凯伦 喝了 一罐 香水。,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,yesno.89,老赵 想知道 那个 游艇的 船长 丢了 那碗 剩饭 给 海里的 动物 吗？,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,4,RA.44,那个 编辑 改稿 的时候 说 自己 读了 糟糕的 稿件。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,insitu.14,凯文 想知道 那个 乐园的 导游 讲了 什么 给 鬼屋的 游客。,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,BVA.119,每个 边检 敲章 的时候 都 说 自己 问了 相关的 问题。,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,congruent.59,野餐 被 大雨 打断了。,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,4,RA.104,那个 政客 选举 的时候 说 自己 有了 远大的 计划。,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,thehell.29,汪姨 想知道 那个 酒店的 前台 到底 丢了 什么 给 汽车的 技师。,130,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,4,incongruent.44,我 一般 不 抽 篮球。,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
医生说的是保安做了反复的测试吗？,7,4,condition3.29,每个 医生 看病 的时候 都 说 药剂学家 做了 反复的 测试。,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
