order,taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
60,,,2,RA.89,الخياطة المعروفة تدرب نفسها على التطريز.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
61,,,2,yn.88,كان اليد الحنون يحضن الولد عشان يوقف صياح؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
62,,,2,congruent.43,جوتيها اليديد كان كبير حجمه.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
63,,,2,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,,2,BVA.17,كل طالب متوتر يطمن نفسه بعد الدراسة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
65,الكوافيرة جهزت الزبونة؟,9,2,BA.42,"يوم هي كانت في الصالون، الكوافيرة جهزت الزبونة.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
66,,,2,cleft.22,شو اللي كان التاجر الغني يشتريه من سوق الذهب؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
67,,,2,incongruent.27,السفينة اختفت بين كثافة التربة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
68,,,2,NP.06,كل ممرض منتبه ينظف مريضه بين الشفتات.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
69,,,2,BA.57,"يوم هو كان في المكتب، المحامي حضر المتهم.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
70,,,2,incongruent.12,طلبت سندويشة بيض وليت.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
71,,,2,fronting.48,منو كان المذيع السياسي ينتقده في المقابله الاخيره؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
72,,,2,RA.34,المحامية المهملة تلوم نفسها على الخسارة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
73,,,2,fronting.45,منو كان المراهق الشيطان يضارب في سكة الفريج؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
74,,,2,Control.25,"يوم أنا كنت في القاعة، المنظمة جهزت الزينة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
75,,,2,yn.65,كان الطباخ المهمل مرتكب كارثة عشان يتفنش فجأة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
76,,,2,NP.43,كل صحفية متنافسة تمدح مصادرها عشان الفوز.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
77,أنا في السجن؟,7,2,Control.23,"يوم أنا كنت في السجن، الحارس زخ الشاردين.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
78,,,2,RA.90,الغواص الخبير يأمن نفسه من الخطر.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
79,خالد موظف عشان يخفف الضغط؟,7,2,yn.87,كان المحاسب المشغول موظف خالد عشان يخفف الضغط؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
80,,,2,BVA.57,كل وزيرة يديده تكلم نفسها قبل الخطاب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
81,,,2,congruent.57,الولد اشترى آيس كريم من البقالة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
82,,,2,cleft.11,منو اللي كان المدير القاسي بيفنشه في اجتماع الدوام؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
83,الرسالة ما عليها طابع؟,9,2,congruent.42,هو أرسل الرسالة بدون طابع.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
84,,,2,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,,,2,yn.64,كان المخرج الفرنسي يعرض أفلام في المجتمع العربي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
86,,,2,Control.21,"يوم أنا كنت في المؤتمر، السفير ألقى كلمة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
87,,,2,congruent.56,البنت كانت ترسم لوحة جميلة في غرفتها.,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
88,المهندس يريح قبل المشروع؟,7,2,RA.84,المهندس الذكي يجهز نفسه قبل المشروع.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
89,,,2,BA.56,"يوم هو كان في المستشفى، الجراح كلم الممرضة.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
90,,,2,cleft.10,منو اللي كان الدريول اللاهي بيدعمه في زحمة الباركنات؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
91,,,2,BA.41,"يوم هي كانت في المطبخ، الطباخة كلمت السواق.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
92,,,2,NP.12,كل أب غائب يلوم حرمته على الغياب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
93,الفنان يرسم؟,9,2,fronting.47,منو كان الفنان الموهوب يرسم في لحظة شهرته؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
94,الدكتورة رخصت التلاميذ؟,7,2,NP.63,كل دكتورة جامعية تمتحن التلاميذ بعد المحاضرة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
95,,,2,incongruent.11,أحب صوص الكاكاو ويا الرئة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
96,,,2,BVA.50,كل رقاص متمرس يصور نفسه في التمارين.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
97,,,2,yn.86,كانت الكوافيرة المحترفة تتجاهل اليهال من الزباين المزعجين؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
98,,,2,congruent.41,هو رخى الربطة اللي حول رقبته.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
99,,,2,cleft.20,شو اللي كان الولد الشقي بيكسره في غرفة الالعاب؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
100,,,2,Control.22,"يوم أنا كنت في الطيارة، المضيفة يابت الأكل.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
101,,,2,fronting.44,منو كانت العميلة المزعجة تهزب على خط الدوام؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
102,,,2,RA.35,الطفلة المشاغبة تخفي نفسها من العقاب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
103,,,2,incongruent.26,سيارات السباقات عطوهم العلم اللي فيه تراب.,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
104,المرشدة تصور نفسها؟,9,2,BVA.51,كل مرشدة سياحية تصور نفسها عند الآثار.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
105,,,2,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,المحاضرة مدتها المفترضه ساعة؟,9,2,congruent.55,المحاضرة مفروض تستمر حوالي ساعة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
107,,,2,cleft.18,شو اللي كانت الرسامة المبدعة ترسمه في المسابقة المدرسية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
108,,,2,congruent.40,هو اشتراهم من محل الحلويات.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
109,,,2,fronting.43,منو كان الشيبه الطيب يساعد في المسيد المغرب؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
110,,,2,RA.03,الممثل الشغوف يراجع نفسه قبل المسرحية.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
111,,,2,NP.23,كل مصورة مبدعة تدرب الطلاب على الزوايا.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
112,,,2,yn.63,كان الحكم المرتشي مغير المعدات في البطولة العالمية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
113,الأم تودع عيالها؟,9,2,BA.40,"يوم هي كانت في الحضانة، الأم ودعت اليهال.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
114,,,2,incongruent.25,الطالب يقرأ بهدوء في الشنطة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
115,,,2,BVA.48,كل ممثل مشهور يشوف نفسه في المسلسلات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
116,,,2,Control.20,"يوم أنا كنت في البيت، الكهربجي صلح الليتات.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
117,,,2,cleft.08,منو اللي كانت الطفله اليوعانه تترياه في المطعم الهندي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
118,حذفت أسمي؟,7,2,incongruent.10,ضفت اسمي في البيبي.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
119,,,2,fronting.46,شو كان المدير اليديد يبا في الاجتماع امس؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
120,,,2,BVA.49,كل رياضية أولومبيا تشوف نفسها في الجريدة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
121,,,2,yn.85,كانت المراسلة المهمة تراسل الخادم من سكان القصر؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
122,,,2,NP.16,كل موظف ناجح يلزم فريقه على النجاح.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
123,المصممه شلت تصاميمها من المعرض؟,7,2,Control.18,"يوم أنا كنت في العرض، المصممة عرضت تصاميمها.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
124,,,2,RA.32,العالمة الحريصة تحمي نفسها قبل التجارب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
125,,,2,BA.55,"يوم هو كان في المعمل، العالم علم المساعد.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
126,,,2,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,الريال المعضل ساعدهم؟,9,2,cleft.07,منو اللي كان الريال المعضل يساعده في مكان الحادث؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
128,,,2,BVA.64,كل مرشح جاهز يرشح نفسه عشان الانتخابات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
129,,,2,fronting.42,منو كان الشاعر المعروف يرمس في المهرجان الصيفي؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
130,,,2,yn.61,كانت الأم المرتبة تجهز الأثاث اليديد في البيت؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
131,,,2,congruent.54,المدخن المهمل تسبب بحريقة في الغابة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
132,الملكة تهمل الجنود؟,7,2,NP.38,كل ملكة مخلصة تلزم جنودها عشان الشعب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
133,,,2,fronting.38,منو كانت العيوز العصبيه تهزء في محل الملابس؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
134,,,2,RA.02,المجرم الجريئ يهيئ نفسه قبل الجريمة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
135,,,2,BA.39,"يوم هي كانت في البيت، الشغالة شافت الحرامي.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
136,اليهال لعبو في الحديقة؟,9,2,Control.17,"يوم أنا كنت في الحديقة، الشغالة لعبت الياهل.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
137,,,2,BVA.05,كل طالبة مجتهده تعلم نفسها بعد الحصة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
138,,,2,cleft.15,شو اللي كان الطالب الذكي يحله في قاعة الامتحان؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
139,,,2,NP.56,كل مذيع شاطر يكلم المخرج قبل الإذاعة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
140,الزولية مساحتها صغيرة؟,7,2,incongruent.09,اشترى زولية مساحتها من الإيدار لين القمر.,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
141,,,2,BA.54,"يوم هو كان في المطعم، الشيف اكل الويتر.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
142,,,2,yn.84,كانت الملكة العادلة تفضل محمد من الوزراء الملكيين؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
143,,,2,RA.37,الممرضة المصابة تحبس نفسها في المستشفى.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
144,,,2,incongruent.24,الأم أكلت المولود غاز.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
145,,,2,congruent.39,سعيد حط الدودة على الخطاف.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
146,,,2,Control.19,"يوم أنا كنت في الطوارئ، الجراح أنقذ الشيبة.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
147,,,2,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,,,2,Control.16,"يوم أنا كنت في الاجتماع، السكرتيرة كتبت الملاحظات.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
149,,,2,NP.10,كل متسلق خبير يحمي زميله قبل التسلق.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
150,,,2,cleft.04,منو اللي كان الشخص المريض يترياه في المستشفى الصغيرة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
151,,,2,RA.68,المجرم المسجون يحاسب نفسه على الحكم.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
152,,,2,fronting.41,منو كان الممثل المشهور ينافس في الاوسكار الاخير؟ ,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
153,,,2,BVA.54,كل باريستا تعبان يشرب نفسه من القهوه.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
154,,,2,congruent.53,الطراد مر بسهولة تحت الجسر.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
155,,,2,Control.15,"يوم أنا كنت في المطار، الطيار تجهز للإقلاع.",33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
156,الكهربجي في البيت؟,9,2,BA.53,"يوم هو كان في البيت، الكهربجي حاسب الابو.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
157,,,2,cleft.14,شو كانت المستشاره المتسامحة تشرحه في غرفة الاجتماع؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
158,,,2,NP.39,كل مديرة مهتمة تطمن المسؤول بعد النجاح.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
159,,,2,BA.38,"يوم هي كانت في السوق، الخياطة كاسرت التاجر.",34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
160,,,2,yn.83,كانت المذيعة اللطيفة تكلم شيرين على الراديو الصبح؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
161,الأسمدة تفسد؟,7,2,incongruent.23,الأسمدة تحسن جودة الخارطة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
162,,,2,BVA.67,كل مغنية مشهوره تشجع نفسها قبل الاستعراض.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
163,قطع الديج؟ ,9,2,congruent.38,الأبو قطع الديج الرومي بالسكين.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
164,,,2,RA.59,الحرمة الشجاعة تحبب نفسها في المجتمع.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
165,العامل يبيع حلاوة؟,7,2,yn.60,كان العامل الشيبة يبيع خضرة في محله الصغير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
166,,,2,incongruent.08,كتب لها رسالة حب بالسندويش.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
167,,,2,fronting.37,شو كانت الحرمة اللغايه تقول في عزيمة الاهل؟,144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
168,,,2,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,,,2,cleft.13,شو اللي كان المغامر الخواف يسمعه في البيت المسكون؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
