taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
,,1,BA.7,لما هي كانت في اللوكيشن الممثلة خالفت الكاتب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,cleft.32,ايه الي كان المصور الطموح بيصوره عشان يطور الاستوديو؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.22,لما أنا كنت في المسرح الممثلة مثلت الدور.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,yn.17,هو كانت اللاعبة التعبانة بتنافس حد في المتش الاخير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.22,الولاد سعدو رانيا تصلح عربيتها.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هو الممرضه حبسة نفسها في المستشفى؟,9,3,BVA.36,كل ممرضه مصابة بتحبس نفسها في المستشفى.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.37,كل يوم اتنين الجنايني بيقص الخزنة.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,3,RA.51,المذيع الشاطر بيكلم نفسه عشان يتمرن.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو العالم دارس هندسة؟,7,3,yn.13,هو كان العالم المعاصر دارس طب في جامعة الاسكندرية؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.21,الخياطة المعروفة بتور نفسها عشان الزباين.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.52,حنفية الحمام بدأت مكتبة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.52,لما أنا كنت في المكتب المدير نظم الاجتماعات.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هي الست شجاعة؟,9,3,NP.07,كل ست شجاعة بتحب الرواد في المجتمع.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
هو الأب قطع الديك الرومي؟,9,1,incongruent.38,الأب قطع الديك الرومي بشارع.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,3,cleft.45,مين الي كان الحرامي المسجون سارئ من سكان الكمبوند؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,3,NP.83,كل طالب متوتر بيطمن المدرس بعد المذاكرة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.38,لما هو كان في البيت الكهربائي حاسب الاب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,RA.22,الطالبة المجتهده بينتقد نفسها بعد الحصة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو المدير كان بيكتب الملاحظات؟,7,1,Control.23,لما أنا كنت في الأجتماع السكرتيره كتبت الملاحظات.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,yn.21,هو كان البلوجر الغيور فضح البنت في البوست الطويل؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,BVA.37,كل ملكة مخلصة بتحسن نفسها عشان الشعب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.53,المركب عدت بسهولة من تحت الدقيقة.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,3,BVA.68,كل مدرس مضغوط بيريح نفسة بعد الامتحانات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,in-situ.83,هو كانت العجوزة العصبية بتهزء مين في سوق القماش؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,NP.08,كل مسجونة ندمانة بتسامح القاضي بعد الخروج.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو الكهربائي بيشتغل في محل الكترونيات؟,9,3,in-situ.74,هو كان الكهربائي الكويس بيصلح ايه في محل الالكترونيات؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.53,لما أنا كنت في المطار الطيار جهز للاقلاع.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.52,المغني المغرور بيحب نفسه في الاستعراض.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,congruent.23,السماد الزراعي بيقوي التربة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,cleft.46,ايه الي كان المذيع اللبق بيسأله على الاذاعة الصباحية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هي الست قبلة الاسعار؟,7,1,BA.8,لما هي كانت في السوق الخياطة فاصلت البياع.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,yn.14,هو كانت الشيف المحبوبة طبخة جمبري في البرنامج المباشر؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.08,عمر كتبلها جواب حب.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,incongruent.54,المدخن المتهور سبب حريقة في الرعد.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,3,yn.15,هو كان البقال العجوز بيبيع خظار في محله الصغير؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,NP.84,كل مدير مهموم بيهلك الموظفين عشان النجاح.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,yn.23,هو كان البيطري الشاطر عالج كلب من مرضة العيادة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,incongruent.39,فريد حط الدودة على القاموس.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
هي الام بتعاقب الاب؟,7,3,RA.23,الام المقصره بتعاقب نفسها على التقصير.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,BA.39,لما هو كان في المطعم الشيف اكل الويتر.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,NP.09,كل دكتورة جامعية بتعاين التلاميذ بعد المحاضرة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو الطالب بيذاكر في مكتبة الجامعة؟,9,3,cleft.48,ايه الي كان الطالب الشاطر بيذاكره في مكتبة الجامعة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.09,اشترى سجادة مسحتها من الحيطة للحيطة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,3,BVA.69,كل غطاس قديم بيحمي نفسه من الخطر.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,in-situ.84,هو كان الراجل البخيل يبفاصل مين في محل العطور؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.24,لما أنا كنت في الجنينة الشغالة لعبت الاولاد.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.24,الأم اكلت المولود الجديد.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,in-situ.75,هو كان المدرب العطشان بيشرب ايه في ملعب الكوره؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,RA.53,الولد الغلطان بيسامح نفسه بعد العقاب.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,Control.54,لما أنا كنت في الاستوديو المنتج ضبط المشهد.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هي المديرة بتريح نفسها؟,9,3,BVA.38,كل مديرة مهتمة بتريح نفسها بعد النجاح.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,cleft.47,مين الي كانت البنت التعبانة بتناديه مين في مسجد المحطه؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو الحرامي متشفش؟,7,1,BA.9,لما هي كانت في البيت الشغالة شافت الحرامي.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,BA.10,لما هي كانت في المدرسة الام ودعت الولاد.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,cleft.49,مين الي كان الشخص العيان مستنيه في المستشفى الصغيرة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.55,المحاضرة مفروض تكون حوالي ساعة فضاء.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
هي الست المستعجله كانت في السوبرماركت؟,9,3,cleft.50,ايه الي كانت الست المستعجله بتشوفه في السوبرماركت الجديد؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,3,BVA.70,كل باريستا محترف بيطور نفسه عشان الزباين.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,in-situ.85,هو كان المدرس الشديد بيهزء مين في الصف الصبح الصبح؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.40,هو اشتراها من محل الضغط.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,Control.55,لما أنا كنت في الطوارئ الجراح انقذ العجوز.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,NP.85,كل دكتور حريص بيعقم المريض قبل العمليات.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو العرض كان في متحف؟,7,1,Control.25,لما أنا كنت في العرض المصممه عرضت التصاميم.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,BVA.39,كل مستشاره متعمقة بتهلك نفسها عشان العميل.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,yn.24,هو كان الراجل المحترم بيحب وحده من بنات الجيران؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.40,لما هو كان في المعمل العالم علم المساعد.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,NP.10,كل مديرة طموحا بترشح الستات عشان المركز.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو اسمي كان في اللستة؟,9,1,congruent.10,حطيت اسمي في اللستة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,RA.54,الموظف المركز بينتقد نفسه بعد المشروع.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,yn.16,هو كانت الام المرتبة بتحضر العفش في البيت الجديد؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.25,عازف الؤرج عزف مع مغنين الكنيسة.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
هي دكتورة التجميل بتجمل المشاهير؟,7,3,RA.24,دكتورة التجميل بتجمل نفسها عشان التسويق.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,in-situ.76,هو كانت المعلمة الذكية بتقرة ايه في المكتبه الهادية؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,congruent.26,عربيات السباق تلقت العلم الي عليه مربعات.,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
,,3,NP.86,كل سواق مشتت بيعاتب العميل بعد الحادثة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو الولد بيتفرج على تلفزيون في المطبخ؟,7,3,in-situ.77,هو كان الولد الكسلان بيتابع ايه على تلفزيون الصالة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,cleft.52,مين الي كان الراجل القوي بيساعده في مكان الحادثة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,3,BVA.71,كل مجرم جريئ بيهيئ نفسه قبل الجريمة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.41,هو فك الكرفتة الي حولين حصانه.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
هي القائدة بتعاتب نفسها على الفشل؟,9,3,BVA.40,كل قائدة مهتمه بتعاتب نفسها بعد الفشل.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,yn.33,هو كان الكاتب المثقف بيترجم شكسبير من الكتاب الكبار,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,incongruent.56,الخنزير نام في الدرج.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.56,لما أنا كنت في البيت الكهربائي صلح النور.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.41,لما هو كان في المستشفى الجراح كلم الممرضة.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,RA.25,المصورة المبدعة بتدرب نفسها على الزوايا.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,in-situ.86,هو كان الممثل المشهور بينافس مين في الاوسكار الاخير الاخير؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هي المغنية بتشجع الفرقة بتعتها؟,9,3,NP.11,كل مغنية مشهورة بتشجع الفرقة قبل الاستعراض.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,cleft.51,ايه الي كانت الام المشغوله بتطبخه في المطبخ الخارجي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.26,لما أنا كنت في الطيارة المضيفة جابت الأكل.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.55,السياسي الجاهز بيرشح نفسه عشان الانتخابات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو انا بحب الكيك مع الشي؟,7,1,congruent.11,أنا بحب الكيك مع الآيس كريم.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,1,BA.11,لما هي كانت في المطبخ الطباخة كلمت السواق.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,yn.18,هو كان الحكم المرتشي غير المعدات في البطوله العالميه؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,cleft.54,ايه الي كان الطالب المشغول بيحله في قاعة المدرسة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,BA.42,لما هو كان في المكتب المحامي جاب المتهم.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هي المربية بتحمل نفسها؟,9,3,BVA.41,كل مربية مسؤوله بتحمل نفسها عشان الولاد.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,in-situ.87,هو كان الشاعر المعروف بيغازل مين في المهرجان الصيفي؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.42,هو بعت الجواب من غير سلم.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,3,BVA.72,كل ممثل متحمس بيحفز نفسه قبل المسرحيه.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هو الساندوتش كان ساندوتش جبنة بالطماط؟,7,1,congruent.12,أنا طلبة ساندوتش جبنة بالزتون.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,3,yn.34,هو كانت الموظفة الشقيانة بتساعد المدير في المشروع المتأخر؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,Control.57,لما أنا كنت في المؤتمر السفير القى كلمة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,cleft.53,مين الي كانت البنت الجعانة مستنياه في المطعم الهندي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو الأم بتقلق على الولاد؟,9,3,NP.12,كل أم قلوقة بتحاسب الولاد علي الحوادث.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,Control.27,لما أنا كنت في المكتب المترجمة ترجمة الوثائق.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,in-situ.78,هو كان المصور الفنان بيصور ايه علي مسرح القاعة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.57,جرا الرياضي اخر ربع صيد.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.56,الرياضي المتحمس بيعاين نفسه بعد المباراة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو كان المخرج الفرنسي بيعرض افلام في فرنسا؟,7,3,yn.19,هو كان المخرج الفرنسي بيعرض افلام في المجتمع العربي؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.12,لما هي كانت في الصالون الكوافيرة ظبطت الزبونة.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,NP.87,كل ممثل مغرور بيمدح المخرج بعد العرض.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.27,المركب اختفت في الشبورة الكثيفة.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.26,المغنية المشهوره بتهيء نفسها قبل الحفلة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,incongruent.58,الشتا كان قاسي اوي المية.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
هي الرياضية الحريفة كانت بتشجع نفسها؟,9,3,BVA.42,كل رياضية حريفة بتشجع نفسها عشان تكسب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,cleft.55,ايه الي كان السواق المشتت خبط مين في الباركنج الزحمة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,BA.13,لما هي كانت في البيت الداية ساعدت الام.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,RA.57,المجرم المسجون بيحاسب نفسه على الحبسة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو الطباخ سبب مشكلة بسبب الاهمال؟,9,3,yn.20,هو كان الطباخ المهمل عمل كارثه عشان يتؤف فجأه؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,in-situ.88,هو كان العجوز الطيب بيساعد مين في السوبرماركت المغرب؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.28,لما أنا كنت في القاعة المنظمة جهزت الزينة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.27,المدرسة المجتهدة بترتب نفسها قبل الحصص.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,cleft.58,ايه الي كان الولد الخايف سامعه في البيت المسكون؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو الحارس ضيع الهربنين؟,7,1,Control.58,لما أنا كنت في السجن الحارس مسك الهربنين.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.13,مصطفى طلب همبرغر و بطاطس.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,3,NP.88,كل شيف محترف بيطور المساعدين في المطعم.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,in-situ.79,هو كان الرسام المحترف بيرسم ايه علي الحطان القديمة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.28,الولد الصغير شاط الكورة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,yn.35,هو كانت البنت المتأخرة مستنيه الولد عشان يجهز؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,BVA.73,كل مبرمج محترف بيدرب نفسه على البروجرام.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.43,جزمتها الجديدة مقاسها سنة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
هو الرسامة بترسم الطبيعة؟,7,3,NP.13,الرسامة المعروفة بترسم المشاهير عشان تتشهر.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.43,لما هو كان في الورشة النجار درب المساعد.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,Control.29,لما أنا كنت في الاستوديو المذيعة قدمة النشرة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.28,الطفلة الصغيرة بتأكل نفسها عشان تتعلم.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو االقبطان شتم الطقم؟,7,1,BA.44,لما هو كان علي المركب القبطان شجع الطقم.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,incongruent.59,الجنينة اتدمرت بسبب المكنسة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,yn.22,هو كانت الخياطة الشاترة بطرز فستان عشان العروسة الجميلة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,NP.89,كل مبتدئ مهتم بيغير زملائه عشان التطور.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,BA.14,لما هي كانت في الورشة الرسامة نقدت الفنان.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,in-situ.89,هو كانت العميلة المزعجة بتهزء مين على الخط الاساسي؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,RA.58,الولد الصغير بيرسم نفسه في الرسمة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هي المستشارة كانت بتشرح موضوع في الاجتماع؟,9,3,cleft.59,ايه الي كانت المستشارة المتسامحة بتشرحه في أوضة الاجتماعات؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,1,Control.59,لما أنا كنت في الجيم المدرب مرن المتسابقين.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,congruent.14,كارما صحت بعد حلم وحش.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,3,cleft.56,مين الي كان المدير القاسي بيطرده في اجتماع الشغل؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هي الممرضة بتتحدى المرضى في المستشفى؟,7,3,NP.14,كل ممرضة مبتدئة بتتحدى الدكاترة في الشغل.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,in-situ.80,هو كان التاجر النصاب يبيع ايه في سوق الخضار؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,BVA.43,كل محامية شغوفه بتطور نفسها عشان القضايا.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,yn.36,هو كانت الصحفية العنيدة بتعارض الجراح في المقال النهاردة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو انا بشرب سجاير؟,9,1,incongruent.44,أنا عموما بدخن سجاير الطاقة.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,3,BVA.74,كل ممرض منتبه بينظف نفسه بين الشفتات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.29,هما ربو الخنازير في مزرعتهم.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,in-situ.90,هو كان المراهق الشيطان بيضرب مين في شارع الحي؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,congruent.15,المتسكل ممكن يعمل دوشة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,NP.90,كل مدمن متعالج بيعاقب المتسبب عشان الغلط.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
