taskQuestion,correctAnswer,list,condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
,,1,cleft.70,ايه الي كان الدكتور المشغول بيعالجه في عيادة العظام؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.21,الموظف ملا العربية شي.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
هي الرسامة عرضت اللوح في المتحف؟,7,2,BA.21,لما هي كانت في المعرض الرسامه عرضت اللوح.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,RA.50,الاهوجي التعبان بيشرب نفسه من القهوة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.09,هو كانت البطلة الشجاعة بتحارب مين في آخر رواية؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,NP.81,كل مريض معدي بيحبس العيلة في الحجر.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,Control.6,لما أنا كنت في الاستوديو المذيعة حيت الجمهور.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هي الام راحت المدرسة الابتدائية؟,9,1,cleft.72,مين الي كانت الأم الحنونة بتحضنه في المدرسة الابتدائية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,2,congruent.36,"أثناء الكورة، جو لوى رجله.",5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,yn.43,هو كان الجد الحنون بيحضن الولد عشان يبطل عياط؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,BVA.35,كل طفلة شقيه بتخبي نفسها من العقاب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.12,هو كانت الدكتورة الجامعية بتناقش ايه في المؤتمر العلمي؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هي الممثلة بتغير نفسها في الأدوار؟,7,3,RA.20,الممثلة القديرة بتكرر نفسها في الأدوار.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
هو الساحرة كانت البطلة الطيبة في الكتاب؟,7,1,in-situ.11,هو كانت الساحرة الشريرة بتخطط ايه في الكتاب المشوق؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,RA.49,الطفل الصغير بيأكل نفسه في الحضانة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,yn.42,هو كان المحاسب المشغول عين مساعد عشان يخفف الضغط؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,BA.20,لما هي كانت في العمليات الممرضة ساعدت الدكتور.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو الجراحة كانت عندها عملية؟,9,3,RA.19,الجراحة الحريصة بتحفز نفسها قبل العملية.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,congruent.50,هي تبلة الستيك بالفلفل الأسود.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,in-situ.07,هو كان المخرج الاجنبي بيكلم مين عن الفلم الجديد؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,BVA.65,كل سواق جديد بيفكر نفسه قبل الامتحان.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هي الحادثة ازت المهندس؟,9,1,yn.30,هو كان المهندس المصاب شايل البضاعه ابل الحادثه الكبيرة؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,BA.50,لما هو كان في المينا البحار جهز المركب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,congruent.35,نورا محبوبة من كل صحبها.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,cleft.71,مين الي كان المشجع المتحمس بيشجعه في بطولة الرماية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو السواق وصل المدير للاجتماع؟,7,2,Control.35,لما أنا كنت في الشغل السواق وصل الزبون.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,NP.80,كل مجرم سفاح بيخبي الضحية من المباحث.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,cleft.69,ايه الي كان المغني المشهور بيغنىيه في الحفلة النهردة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,3,NP.05,كل بنت عطشانة بتشرب البيبي من الكوباية.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,incongruent.20,اتسمت على اسم كيكتها.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,BVA.34,كل محامية مهملة بتلوم نفسها على الخساره.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.5,لما أنا كنت في المكتب السكرتيرة نظمت المستندات.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,incongruent.05,مالك كتب فصل في المشروب.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3,RA.48,الراقص المتمرس بيصور نفسه في التمارين.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هي الصيدلانية صرفت ادوية؟,9,2,BA.19,لما هي كانت في المستشفى الصيدلانية صرفت الادوية.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,yn.29,هو كان الممرض القلوق بيراجع الحالات ابل النبطشية الجيه؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,BVA.64,كل صيدلي عيان بيعالج نفسه في الصيدلية.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هي المرشحة القت خطاب؟,9,1,in-situ.10,هو كانت الوزيرة المرشحة بتقترح ايه في خطبها الاخير؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.04,أختي جمانة مبتعرفش ديرة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.34,لما أنا كنت في المحكمة القاضي عاقب المجرم.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,NP.79,كل اب غايب بيلوم الام على الغياب.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو الطباخ بيطبخ في مطبخ قديم؟,7,1,cleft.68,ايه الي كان الطباخ المحترف بيجزه في المطبخ الجديد؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,3,NP.04,كل شيف محترفة بتأكل الجرسون من الأكل.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,congruent.49,هي لبست جزمة بكعب عالي.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,3,BVA.33,كل عالمة حريصه بتحمي نفسها قبل التجارب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,yn.41,هو كانت الكوفايرة المتمرسة بتعتبر الاطفال من الزباين المزعجين.,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,incongruent.19,أدم وقع وسلخ ريحته.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,BA.49,لما هو كان في المحطة الضابط حل القضية.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,cleft.66,مين الي كان الصياد الشجاع بينقذه من نص البحر؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو بلال حط صلصة على الفراخ؟,7,2,congruent.34,بلال حط صلصة على الستيك.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,2,Control.4,لما أنا كنت علي الطيارة المضيفة ساعدت المسافرين.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,in-situ.05,هو كان السباح المتحمس بينافس مين في البطولة الافريقية؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,RA.18,المريضة المتوترة بتطمن نفسها بعد العلاج.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,congruent.48,كريم كنس الأرض بمكنسة.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هو المحامية بتراجع المستندات؟,7,3,RA.61,المحامية المتوترة بتراجع نفسها قبل الجلسة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,Control.33,لما أنا كنت في المطار الطيار قابل المضيفة.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,NP.78,كل متسلق خبير بيرتب نفسه قبل التسلق.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو رحمة وزنت نفسها؟,9,2,incongruent.18,رحمة وزنت نفسها على ميزان الفشار.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,2,BA.18,لما هي كانت في الفصل المدرسة هزأت الطلاب.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,BVA.32,كل مسافرة متحمسة بتجهز نفسها قبل الرحلة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.03,قبل ممارسة الرياضة أحمد بيمدد كلامة.,23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
,,3,NP.03,كل مرشدة سياحية بتصور السياح عند الاثار.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,cleft.67,ايه الي كان التاجر الغني بيشتريه من سوق الذهب؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,3,BVA.63,كل راجل غني بيدلع نفسة بعد الشغل.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هم الكواكب بيلفو حولين القمر؟,7,2,congruent.33,كل الكواكب بيلفو حولين الشمس.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,in-situ.08,هو كان الولد الصغير كسب ايه في مسابقة الرسم؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.3,لما أنا كنت في الجنينة الناني فسحت الولاد.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,BA.48,لما هو كان في العمليات الدكتور كسر الجهاز.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.04,هو كان الاب الفخور بيشجع مين في ماتش الكورة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هو المحامية بتهتم بالحقيقه؟,9,1,yn.28,هو كانت المحامية الجريئة بتعرض الحقيقه في جلسة المحكمه؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.47,الممثل المشهور بيشوف نفسه في المسلسلات.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,cleft.64,مين الي كانت الست العجوزة مستنياه في العيادة الزحمة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,cleft.62,مين الي كانت البنت النشيطة بتارضه في جنينة الحي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,3,BVA.62,كل موسيقار حساس بيسمع نفسه في التسجيلات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هو الرياضية شافت الفريق في الملعب؟,7,3,NP.02,كل رياضية أولمبية بتشوف الفريق في الجرنان.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,in-situ.03,هو كان المذيع السياسي بينتقد مين في المقابلة الأخيرة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,congruent.47,سيف ملى القلم بالحبر.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,yn.39,هو كانت الملكة العادله بتفضل الاقدم من الوزرة الملكين؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.46,الموظف الشقيان بيكافئ نفسه بعد المشروع.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو الولد كان قاعد ساكت؟,7,1,cleft.65,ايه الي كان الولد الشقي بيكسره في أوضة اللعب؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,2,BA.17,لما هي كانت في المطبخ الطباخة علمت المبتدئين.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.06,هو كانت االطالبة المجتهدة بتذاكر ايه من المواد الصعبة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.32,لما أنا كنت في الموقع المهندس لاحظ الفورمن.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.17,الدكتورة الكبيرة بتعالج نفسها في المستشفى.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو المدرسة بتعلم الاطفال؟,9,2,Control.2,لما أنا كنت في الحضانة المدرسة علمت الاطفال.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,yn.27,هو كانت المدرسة البشوشه تغني النشيد في الطابور الصبح؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,incongruent.17,نيويورك مدينة مزعجة و كريمي.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,BVA.31,كل محاسبة جديدة بتعلم نفسها عشان التفوق.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,NP.77,كل رياضي مهتم بيحسن الفريق قبل المسابقة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,incongruent.02,مريم بتغسل سنانها بعد كل وردة.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,2,BA.47,لما هو كان في المكتب المحاسب راجع الحسابات.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هما غسلوا المواعين بعد العشا؟,9,2,congruent.32,بعد العشا هما غسلوا المواعين.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
هو سواء اوبر بيراجع الطريق؟,7,3,BVA.60,كل سواء اوبر بيراجع نفسه قبل الرحلة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,congruent.31,بعد ما اتسرق اتصل الضحية بالبوليس.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,3,NP.01,كل طالبة مجتهدة بتكافئ المدرسين بعد الامتحان.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,BA.46,لما هو كان في الموقع المهندس راجع التصميم.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو كان في اجتماع امبارح؟,9,1,in-situ.01,‏هو كان المدير الجديد عايز ايه في الاجتماع امبارح؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.31,لما أنا كنت في المستشفى الدكتور عالج العيان.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,yn.38,هو كانت المذيعة اللطيفة بتكلم الفنانة على الراديو الصبح؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.45,المسلمة الملتزمة بتفكر نفسها عشان الصلاة .,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو الفلاحة حضنت الولاد؟,7,2,BA.16,لما هي كانت في الجنينة الفلاحة ترضت الولاد.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,3,NP.76,كل رسام صبور بيمرن المبتدأين في الورشة.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,yn.26,هو كانت الست المستعجلة نسيت التليفون في البيت فوق؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,Control.1,لما أنا كنت في المستشفى الممرضة نصحت العيان.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,in-situ.02,‏هو كان الفنان الموهوب رسم مين في اللوحة المشهورة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.16,القطة متغطية بفرو مقرمش.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
هو كان في مسابقة في المدرسة؟,9,1,cleft.63,ايه الي كانت الرسامه المبدعة بترسمه في المسابقة المدرسية؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,3,RA.16,العروسة الجديدة بتدلع نفسها قبل الفرح.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,congruent.46,ندى سخنت ببرونة اللبن بتاعت البيبي.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,1,cleft.61,مين الي كانت الست الطيبة بتساعده في غرفة الطوارئ؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.01,أنثى الفرخة اسمها نجمة.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,BVA.30,كل رياضية مبتدأه بتهيأ نفسها قبل التمرين.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1,in-situ.37,هو كانت الشاعرة الحساسة بتوصف مين في الديوان المشهور؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,congruent.45,من سوء الحظ المشي تحت السلالم.,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
,,3,NP.90,كل مدمن متعالج بيعاقب المتسبب عشان الغلط.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو المريضة كانت جعانة؟,9,1,in-situ.25,هو كانت المريضة الجعانة بتاكل ايه عشان تتحسن حلتها؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.45,لما أنا كنت في القسم الضابط حيا النقيب.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.59,الكاتب المحبوب بيتحدى نفسه عشان يتحسن.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.15,المتسكل ممكن يعمل فرو.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
هو كان الطالب الذكي بيحل الواجب؟,7,1,yn.60,هو كان الطالب الذكي بيحل الامتحان في قاعة الامتحان؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,BA.60,لما هو كان في المصنع النجار عمل ترابيزة.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,cleft.90,مين الي كان المراهق الشيطان بيضربه في شارع الحي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,3,BVA.44,كل ممثلة مخلصة بتغير نفسها عشان الدور.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,BA.30,لما هي كان في المشغل الخياطة جهز الفستان.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,congruent.60,بيسخنو البسين بالطاقة الشمسية.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
هو الرسامة بتتوسخ اثناء الرسم؟,9,3,RA.29,الرسامة المبهرة بتنظف نفسها بعد الرسم.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.30,امبارح هما جديفو المركب في المكنة.,22,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
,,3,BVA.75,كل شخص جبان بيشجع نفسه قبل المواجهة.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,cleft.82,ايه الي كانت الست الرغايه بتقوله في عزومة العيلة؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو الراهبة كلمت اختها في الكنيسة؟,7,2,Control.15,لما أنا كنت في الكنيسة الراهبة كلمت البابا.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,NP.15,كل ممثلة صوتية بتسمع الشخصية في الافلام.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,yn.57,هو كان الراجل الشبعان مستني السواق عند كاشير المطعم؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,Control.14,لما أنا كنت في الورشة الرسامة نقدت الفنان.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,RA.28,الطفلة الصغيرة بتأكل نفسها عشان تتعلم.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو المدرب مرن السباحين؟,7,2,BA.59,لما هو كان في الجيم المدرب مرن المتسابقين.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,2,incongruent.29,هما ربو الخنازير في احلمهم.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,yn.59,هو كانت المستشارة المتسامحة بتشرح السياسات في أوضة الاجتماعات؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,3,NP.89,كل مبتدئ مهتم بيغير زملائه عشان التطور.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,BA.29,لما هو كان في الاستوديو المذيعة قدمة النشرة.,34,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
,,1,in-situ.36,هو كانت الصحفية العنيدة بتعارض مين في المقال النهاردة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,RA.58,الولد الصغير بيرسم نفسه في الرسمة.,66,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
هو التاجر بيشتغل في سوق الخضار؟,9,1,cleft.80,ايه الي كان التاجر النصاب يبيعه في سوق الخضار؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,,2,Control.44,لما أنا كنت علي المركب القبطان شجع التقم.,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,2,congruent.44,أنا عموما بدخن سجاير المنثول.,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
,,1,cleft.89,مين الي كانت العميلة المزعجة بتهزءه على الخط الاساسي؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
هو الممرضة بتتحدى المرضى في المستشفى؟,7,3,NP.14,كل ممرضة مبتدئة بتتحدى الدكاترة في الشغل.,65,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
,,1,in-situ.22,هو كانت الخياطة الشاترة بطرز ايه عشان العروسة الجميلة؟,132,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,3,BVA.43,كل محامية شغوفه بتطور نفسها عشان القضايا.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,yn.56,هو كان المدير القاسي بيطرد الموظف في اجتماع الشغل؟,129,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
هو كارما حلمت و هي نيمة؟,9,2,incongruent.14,كارما صحت بعد حلم بيزغزغ.,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,3,BVA.74,كل ممرض منتبه بينظف نفسه بين الشفتات.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,2,congruent.59,الجنينة اتدمرت بسبب المطر.,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2,incongruent.28,الولد الصغير شاط العربية.,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
هو الرياضية الحريفة كانت بتشجع نفسها؟,9,3,BVA.42,كل رياضية حريفة بتشجع نفسها عشان تكسب.,68,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
,,1,cleft.88,مين الي كان العجوز الطيب بيساعده في السوبرماركت؟,136,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
